meta_id,source,review_title,comparison,outcome,intervention,control,n_studies,n_participants,pooled_effect_type,pooled_effect,ci_lower,ci_upper,p_value,i_squared,tau_squared,heterogeneity_p,model_type,meta_regression,publication_year,therapeutic_area,data_type
META247,Embase,Meta-analysis of novel therapy 247,Novel intervention vs standard,Disease control,Novel agent,Standard care,12,1924,Hazard Ratio,0.95,0.72,1.09,0.008,22,0.024,0.162,Random,Yes,2019,Oncology,Aggregate
META248,PubMed,Meta-analysis of novel therapy 248,Novel intervention vs standard,Disease control,Novel agent,Placebo,14,2273,Mean Difference,1.05,0.61,1.06,0.075,40,0.048,0.151,Random,No,2021,Cardiology,IPD
META249,Embase,Meta-analysis of novel therapy 249,Novel intervention vs standard,Clinical response,Novel agent,Placebo,10,1493,Hazard Ratio,1.01,0.78,1.43,0.046,30,0.05,0.174,Random,Yes,2019,Cardiology,Aggregate
META250,PubMed,Meta-analysis of novel therapy 250,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,20,2975,Hazard Ratio,0.71,0.83,1.11,0.025,26,0.076,0.501,Random,No,2024,Gastroenterology,IPD
META251,Embase,Meta-analysis of novel therapy 251,Novel intervention vs standard,Disease control,Novel agent,Standard care,23,629,Odds Ratio,1.12,0.49,1.02,0.055,52,0.037,0.55,Random,Yes,2021,Rheumatology,Aggregate
META252,PubMed,Meta-analysis of novel therapy 252,Novel intervention vs standard,Clinical response,Novel agent,Standard care,17,4977,Odds Ratio,0.8,0.84,1.27,0.019,48,0.046,0.548,Random,No,2021,Oncology,Aggregate
META253,Embase,Meta-analysis of novel therapy 253,Novel intervention vs standard,Clinical response,Novel agent,Standard care,19,706,Odds Ratio,0.63,0.48,1.11,0.018,60,0.061,0.303,Random,No,2018,Cardiology,Aggregate
META254,Embase,Meta-analysis of novel therapy 254,Novel intervention vs standard,Clinical response,Novel agent,Standard care,10,3002,Odds Ratio,1.11,0.65,0.98,0.035,60,0.07,0.57,Random,Yes,2022,Rheumatology,Aggregate
META255,PubMed,Meta-analysis of novel therapy 255,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,25,4945,Risk Ratio,0.57,0.56,1.45,0.035,27,0.099,0.532,Random,No,2021,Gastroenterology,Aggregate
META256,PubMed,Meta-analysis of novel therapy 256,Novel intervention vs standard,Disease control,Novel agent,Placebo,15,3113,Mean Difference,1.09,0.75,1.19,0.074,43,0.03,0.241,Random,No,2018,Neurology,Aggregate
META257,PubMed,Meta-analysis of novel therapy 257,Novel intervention vs standard,Overall survival,Novel agent,Placebo,8,3498,Risk Ratio,0.67,0.51,1.06,0.024,38,0.051,0.515,Random,No,2018,Neurology,Aggregate
META258,Embase,Meta-analysis of novel therapy 258,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,8,660,Mean Difference,0.8,0.55,1.31,0.033,64,0.066,0.622,Random,No,2022,Oncology,Aggregate
META259,PubMed,Meta-analysis of novel therapy 259,Novel intervention vs standard,Overall survival,Novel agent,Standard care,12,4673,Mean Difference,1.18,0.6,1.24,0.007,61,0.076,0.057,Random,No,2021,Oncology,IPD
META260,Embase,Meta-analysis of novel therapy 260,Novel intervention vs standard,Overall survival,Novel agent,Standard care,11,736,Odds Ratio,0.94,0.68,1.2,0.061,54,0.06,0.322,Random,Yes,2019,Oncology,Aggregate
META261,Embase,Meta-analysis of novel therapy 261,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,10,2735,Hazard Ratio,0.57,0.63,1.31,0.01,41,0.04,0.329,Random,No,2024,Rheumatology,Aggregate
META262,Embase,Meta-analysis of novel therapy 262,Novel intervention vs standard,Overall survival,Novel agent,Standard care,16,3867,Hazard Ratio,0.92,0.8,1.36,0.028,54,0.076,0.688,Random,Yes,2022,Gastroenterology,Aggregate
META263,PubMed,Meta-analysis of novel therapy 263,Novel intervention vs standard,Disease control,Novel agent,Placebo,16,2384,Hazard Ratio,1.12,0.77,1.24,0.07,40,0.088,0.215,Random,Yes,2024,Oncology,IPD
META264,PubMed,Meta-analysis of novel therapy 264,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,16,2898,Mean Difference,0.95,0.63,1.28,0.053,44,0.07,0.177,Random,Yes,2019,Dermatology,IPD
META265,PubMed,Meta-analysis of novel therapy 265,Novel intervention vs standard,Overall survival,Novel agent,Standard care,22,680,Odds Ratio,1.02,0.58,1.27,0.036,61,0.09,0.733,Random,Yes,2024,Rheumatology,IPD
META266,Embase,Meta-analysis of novel therapy 266,Novel intervention vs standard,Disease control,Novel agent,Placebo,8,1874,Odds Ratio,1.04,0.63,1.34,0.044,41,0.08,0.428,Random,Yes,2020,Cardiology,IPD
META267,PubMed,Meta-analysis of novel therapy 267,Novel intervention vs standard,Clinical response,Novel agent,Standard care,12,3029,Odds Ratio,0.87,0.57,0.98,0.043,62,0.094,0.401,Random,No,2018,Cardiology,Aggregate
META268,Embase,Meta-analysis of novel therapy 268,Novel intervention vs standard,Clinical response,Novel agent,Standard care,14,3360,Risk Ratio,1.17,0.5,1.36,0.03,58,0.059,0.326,Random,No,2021,Rheumatology,IPD
META269,Embase,Meta-analysis of novel therapy 269,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,24,1158,Odds Ratio,1.2,0.56,1.01,0.032,60,0.057,0.315,Random,No,2018,Rheumatology,IPD
META270,PubMed,Meta-analysis of novel therapy 270,Novel intervention vs standard,Clinical response,Novel agent,Placebo,25,3338,Odds Ratio,0.55,0.68,1.37,0.073,29,0.087,0.653,Random,No,2022,Rheumatology,IPD
META271,PubMed,Meta-analysis of novel therapy 271,Novel intervention vs standard,Overall survival,Novel agent,Placebo,8,4278,Hazard Ratio,1.23,0.73,1.14,0.021,56,0.063,0.12,Random,Yes,2021,Rheumatology,Aggregate
META272,Embase,Meta-analysis of novel therapy 272,Novel intervention vs standard,Clinical response,Novel agent,Placebo,16,3034,Mean Difference,0.78,0.69,1.4,0.068,56,0.069,0.454,Random,No,2019,Rheumatology,Aggregate
META273,Embase,Meta-analysis of novel therapy 273,Novel intervention vs standard,Clinical response,Novel agent,Placebo,14,1857,Odds Ratio,1.22,0.79,1.2,0.046,33,0.089,0.336,Random,No,2018,Neurology,Aggregate
META274,Embase,Meta-analysis of novel therapy 274,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,16,4603,Hazard Ratio,1.03,0.67,1.18,0.08,28,0.076,0.541,Random,Yes,2022,Cardiology,Aggregate
META275,PubMed,Meta-analysis of novel therapy 275,Novel intervention vs standard,Disease control,Novel agent,Placebo,20,4457,Risk Ratio,0.8,0.82,1.19,0.064,36,0.092,0.07,Random,No,2019,Cardiology,IPD
META276,Embase,Meta-analysis of novel therapy 276,Novel intervention vs standard,Clinical response,Novel agent,Placebo,18,646,Mean Difference,1.11,0.53,1.43,0.053,29,0.089,0.704,Random,Yes,2020,Cardiology,IPD
META277,Embase,Meta-analysis of novel therapy 277,Novel intervention vs standard,Disease control,Novel agent,Placebo,13,4694,Mean Difference,0.56,0.72,0.98,0.059,51,0.074,0.238,Random,Yes,2019,Dermatology,Aggregate
META278,PubMed,Meta-analysis of novel therapy 278,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,18,885,Risk Ratio,0.86,0.66,1.44,0.067,52,0.012,0.286,Random,No,2019,Oncology,Aggregate
META279,PubMed,Meta-analysis of novel therapy 279,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,25,3937,Hazard Ratio,0.73,0.7,1.06,0.059,54,0.082,0.191,Random,No,2024,Rheumatology,Aggregate
META280,Embase,Meta-analysis of novel therapy 280,Novel intervention vs standard,Overall survival,Novel agent,Standard care,11,1497,Mean Difference,0.85,0.7,1.14,0.003,61,0.094,0.608,Random,No,2021,Gastroenterology,Aggregate
META281,Embase,Meta-analysis of novel therapy 281,Novel intervention vs standard,Overall survival,Novel agent,Placebo,9,2947,Odds Ratio,1.16,0.65,1.06,0.006,60,0.017,0.711,Random,Yes,2024,Gastroenterology,Aggregate
META282,PubMed,Meta-analysis of novel therapy 282,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,11,3341,Risk Ratio,0.9,0.56,1.19,0.034,58,0.016,0.527,Random,Yes,2023,Cardiology,IPD
META283,Embase,Meta-analysis of novel therapy 283,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,23,4569,Odds Ratio,0.71,0.83,0.98,0.054,58,0.053,0.332,Random,No,2024,Dermatology,Aggregate
META284,PubMed,Meta-analysis of novel therapy 284,Novel intervention vs standard,Clinical response,Novel agent,Standard care,12,4205,Hazard Ratio,0.67,0.63,1.1,0.063,49,0.076,0.637,Random,No,2023,Gastroenterology,Aggregate
META285,Embase,Meta-analysis of novel therapy 285,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,8,926,Hazard Ratio,0.97,0.83,1.25,0.009,37,0.03,0.5,Random,Yes,2024,Cardiology,IPD
META286,PubMed,Meta-analysis of novel therapy 286,Novel intervention vs standard,Disease control,Novel agent,Placebo,21,3661,Mean Difference,1.05,0.83,1.04,0.007,54,0.044,0.644,Random,Yes,2018,Oncology,Aggregate
META287,PubMed,Meta-analysis of novel therapy 287,Novel intervention vs standard,Disease control,Novel agent,Standard care,10,4923,Odds Ratio,0.77,0.5,1.25,0.031,27,0.064,0.14,Random,Yes,2018,Dermatology,Aggregate
META288,Embase,Meta-analysis of novel therapy 288,Novel intervention vs standard,Overall survival,Novel agent,Placebo,21,1376,Mean Difference,0.9,0.8,1.19,0.026,50,0.068,0.631,Random,No,2020,Cardiology,Aggregate
META289,PubMed,Meta-analysis of novel therapy 289,Novel intervention vs standard,Clinical response,Novel agent,Standard care,9,4934,Odds Ratio,0.87,0.49,1.07,0.052,45,0.037,0.608,Random,Yes,2020,Oncology,Aggregate
META290,PubMed,Meta-analysis of novel therapy 290,Novel intervention vs standard,Clinical response,Novel agent,Placebo,17,4151,Odds Ratio,1.22,0.53,1.36,0.065,25,0.06,0.336,Random,No,2019,Oncology,Aggregate
META291,PubMed,Meta-analysis of novel therapy 291,Novel intervention vs standard,Disease control,Novel agent,Placebo,17,4012,Mean Difference,0.87,0.5,1.24,0.036,49,0.075,0.716,Random,Yes,2021,Dermatology,IPD
META292,Embase,Meta-analysis of novel therapy 292,Novel intervention vs standard,Clinical response,Novel agent,Standard care,19,1349,Risk Ratio,0.9,0.73,1.12,0.008,43,0.067,0.18,Random,Yes,2023,Dermatology,Aggregate
META293,Embase,Meta-analysis of novel therapy 293,Novel intervention vs standard,Overall survival,Novel agent,Placebo,23,2912,Risk Ratio,1.13,0.69,1.38,0.018,51,0.032,0.234,Random,No,2023,Cardiology,IPD
META294,PubMed,Meta-analysis of novel therapy 294,Novel intervention vs standard,Overall survival,Novel agent,Standard care,14,4615,Odds Ratio,0.9,0.76,1.42,0.033,51,0.018,0.514,Random,No,2020,Oncology,Aggregate
META295,PubMed,Meta-analysis of novel therapy 295,Novel intervention vs standard,Overall survival,Novel agent,Placebo,11,755,Odds Ratio,0.88,0.61,1.09,0.07,61,0.081,0.123,Random,Yes,2019,Rheumatology,Aggregate
META296,PubMed,Meta-analysis of novel therapy 296,Novel intervention vs standard,Overall survival,Novel agent,Standard care,23,1557,Mean Difference,0.7,0.73,1.22,0.034,62,0.076,0.404,Random,No,2020,Cardiology,Aggregate
META297,Embase,Meta-analysis of novel therapy 297,Novel intervention vs standard,Clinical response,Novel agent,Standard care,21,4005,Odds Ratio,0.66,0.8,1.15,0.03,63,0.033,0.56,Random,No,2021,Neurology,Aggregate
META298,Embase,Meta-analysis of novel therapy 298,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,12,2091,Hazard Ratio,1.21,0.6,1.28,0.05,57,0.043,0.355,Random,No,2022,Gastroenterology,Aggregate
META299,Embase,Meta-analysis of novel therapy 299,Novel intervention vs standard,Overall survival,Novel agent,Standard care,12,3533,Risk Ratio,1.15,0.46,1.12,0.047,58,0.013,0.481,Random,Yes,2024,Cardiology,Aggregate
META300,PubMed,Meta-analysis of novel therapy 300,Novel intervention vs standard,Clinical response,Novel agent,Placebo,17,4638,Mean Difference,1.17,0.56,1.07,0.002,49,0.011,0.151,Random,No,2020,Rheumatology,Aggregate
