nma_id,study_id,author,year,journal,pmid,country,treatment_arm1,treatment_arm2,n_arm1,n_arm2,outcome_type,events_arm1,events_arm2,mean_arm1,sd_arm1,mean_arm2,sd_arm2,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,comparison_type
NMA025,NRCT0746,Reed,2014,NEJM,24161141,Mexico,Treatment C,Treatment C,321,360,survival,,,,,,,0.98,0.81,1.16,12,67.4,13.1,33,80,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA026,NRCT0747,Young,2022,NEJM,28392324,Taiwan,Treatment D,Treatment C,513,681,binary,231,291,,,,,,,,36,68.0,13.2,33,84,Moderate,CVD,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA026,NRCT0748,King,2017,BMJ,34635272,Singapore,Treatment C,Treatment D,642,479,survival,,,,,,,0.97,0.89,1.1,24,53.4,12.4,49,78,Severe,Multiple,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA026,NRCT0749,Robinson,2019,Lancet Respir Med,28002738,Singapore,Treatment E,Treatment A,790,301,continuous,,,55.6,19.6,46.9,24.8,,,,12,60.0,9.1,35,85,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA026,NRCT0750,Thomas,2020,Lancet Psychiatry,25536667,Mexico,Treatment D,Treatment E,222,382,binary,100,150,,,,,,,,48,56.2,9.1,64,65,Severe,Multiple,low,low,low,low,low,low,unclear,unclear,no,yes,Head-to-head
NMA026,NRCT0751,Mitchell,2012,Neurology,29523348,Germany,Treatment D,Treatment B,764,702,binary,433,356,,,,,,,,36,42.5,9.6,42,78,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0752,Howard,2014,Blood,24880020,Australia,Treatment B,Treatment B,218,628,binary,35,147,,,,,,,,48,58.5,12.0,41,76,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0753,Bailey,2020,Lancet Respir Med,35130543,UK,Treatment A,Treatment E,780,510,continuous,,,68.4,17.9,46.3,22.3,,,,48,59.6,11.1,38,69,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA026,NRCT0754,Murphy,2015,BMJ,22648814,India,Treatment B,Treatment E,626,409,binary,300,167,,,,,,,,36,66.3,11.7,54,63,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA026,NRCT0755,Turner,2020,NEJM,29883498,Taiwan,Treatment A,Treatment E,793,638,binary,273,381,,,,,,,,48,52.9,8.7,60,59,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA026,NRCT0756,Cook,2011,Lancet Respir Med,35908371,Canada,Treatment B,Treatment B,745,347,survival,,,,,,,0.76,0.69,0.89,24,52.0,13.5,41,78,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA026,NRCT0757,Harris,2012,Circulation,33831821,Taiwan,Treatment C,Treatment D,515,374,continuous,,,48.5,24.0,48.1,21.5,,,,24,62.8,9.5,40,76,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA026,NRCT0758,Nelson,2017,Circulation,28554285,USA,Treatment D,Treatment A,368,574,survival,,,,,,,0.75,0.64,0.86,36,56.4,9.7,46,55,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA026,NRCT0759,Young,2016,Neurology,29834042,Italy,Treatment C,Treatment B,671,353,survival,,,,,,,1.0,0.82,1.19,36,66.6,11.9,67,75,Mild,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0760,Edwards,2016,NEJM,36166386,Sweden,Treatment D,Treatment E,666,737,survival,,,,,,,0.63,0.58,0.71,12,44.3,12.7,48,85,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0761,Johnson,2019,JAMA Dermatol,21084529,China,Treatment D,Treatment B,406,421,binary,194,100,,,,,,,,48,55.9,13.3,49,73,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA026,NRCT0762,Martin,2015,BMJ,36167671,Japan,Treatment D,Treatment A,237,459,survival,,,,,,,0.72,0.59,0.83,12,57.2,8.1,68,69,Mild,None,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA026,NRCT0763,Baker,2023,JAMA,26294036,Australia,Treatment D,Treatment C,604,462,continuous,,,74.1,13.1,58.5,12.3,,,,12,46.2,10.3,33,54,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0764,Wilson,2014,Lancet Oncol,30631723,South Korea,Treatment D,Treatment D,219,680,binary,101,399,,,,,,,,24,64.6,12.8,51,79,Severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA026,NRCT0765,Collins,2014,Gut,26558098,India,Treatment E,Treatment E,664,688,survival,,,,,,,0.92,0.82,1.09,36,52.8,13.9,41,78,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA026,NRCT0766,Allen,2016,Lancet Neurol,25876709,Brazil,Treatment E,Treatment B,510,336,binary,152,189,,,,,,,,36,60.5,12.4,49,83,Moderate-severe,None,low,unclear,low,low,low,low,low,unclear,no,yes,Placebo-controlled
NMA026,NRCT0767,King,2014,Neurology,30262214,Belgium,Treatment B,Treatment D,471,440,continuous,,,68.2,21.1,73.7,19.0,,,,36,43.3,11.7,65,69,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0768,Thompson,2018,Lancet Neurol,21564090,South Korea,Treatment C,Treatment B,454,684,survival,,,,,,,0.72,0.63,0.84,12,62.2,12.6,49,85,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0769,Miller,2023,BMJ,33720046,USA,Treatment A,Treatment A,452,577,continuous,,,74.2,14.8,45.7,12.4,,,,12,45.7,8.2,41,55,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0770,Collins,2021,Circulation,28884434,Sweden,Treatment A,Treatment E,685,274,continuous,,,72.3,19.8,67.3,23.4,,,,24,49.5,11.9,57,83,Severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA026,NRCT0771,Lewis,2016,BMJ,24543737,France,Treatment E,Treatment A,236,684,survival,,,,,,,0.68,0.55,0.78,12,62.0,13.0,37,73,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA026,NRCT0772,Johnson,2013,Circulation,23801635,USA,Treatment E,Treatment B,204,413,binary,89,157,,,,,,,,12,63.1,9.0,33,67,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA026,NRCT0773,Edwards,2013,Lancet Respir Med,30427009,Taiwan,Treatment D,Treatment D,705,336,continuous,,,49.2,16.7,71.8,14.4,,,,24,58.9,10.9,42,67,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA026,NRCT0774,Lewis,2010,JAMA,27531644,Spain,Treatment D,Treatment C,557,727,survival,,,,,,,0.85,0.72,1.01,24,58.5,8.1,54,64,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA026,NRCT0775,Robinson,2019,Circulation,30128631,Canada,Treatment C,Treatment D,226,269,continuous,,,59.5,16.0,47.9,16.3,,,,24,47.7,8.5,56,84,Severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA026,NRCT0776,Davis,2019,JAMA,28532291,China,Treatment B,Treatment A,557,549,survival,,,,,,,0.84,0.77,1.01,48,46.7,9.5,42,78,Mild,HTN,low,low,low,low,low,low,low,low,no,no,Head-to-head
NMA027,NRCT0777,Turner,2018,Lancet Respir Med,36292988,Germany,Treatment D,Treatment C,476,727,survival,,,,,,,0.71,0.62,0.77,24,47.6,8.8,65,77,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA027,NRCT0778,Roberts,2017,Gut,26951738,Spain,Treatment D,Treatment C,395,520,survival,,,,,,,0.68,0.57,0.81,24,44.3,10.1,50,68,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA027,NRCT0779,Murphy,2017,JACC,27573700,China,Treatment E,Treatment D,581,441,continuous,,,62.1,21.7,66.5,16.6,,,,36,45.0,13.4,56,54,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA027,NRCT0780,Johnson,2018,Blood,33308260,Brazil,Treatment C,Treatment C,293,779,binary,67,284,,,,,,,,48,56.5,10.9,53,87,Severe,None,low,low,low,low,low,unclear,low,unclear,no,yes,Placebo-controlled
NMA027,NRCT0781,Davis,2019,Circulation,32610628,Australia,Treatment E,Treatment D,517,506,survival,,,,,,,0.93,0.85,1.09,12,65.6,12.2,41,78,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA027,NRCT0782,Morris,2021,Circulation,35727847,Singapore,Treatment B,Treatment A,645,380,binary,241,131,,,,,,,,36,48.2,9.3,65,66,Severe,CVD,low,low,low,low,high,low,low,high,no,yes,Head-to-head
NMA027,NRCT0783,Thomas,2017,Lancet Neurol,28643198,India,Treatment C,Treatment B,489,348,survival,,,,,,,0.69,0.6,0.78,12,56.6,12.9,61,56,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA027,NRCT0784,Cooper,2013,Neurology,34915905,UK,Treatment D,Treatment B,467,442,binary,83,71,,,,,,,,24,51.5,9.7,54,67,Severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA027,NRCT0785,Anderson,2018,JAMA,27775524,Sweden,Treatment A,Treatment D,325,257,continuous,,,53.5,13.9,61.2,23.4,,,,24,47.3,10.6,53,64,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA027,NRCT0786,Nelson,2011,JACC,30474241,South Korea,Treatment C,Treatment E,536,350,binary,155,137,,,,,,,,36,51.6,10.8,56,78,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA027,NRCT0787,Kelly,2015,Blood,25024035,UK,Treatment E,Treatment E,553,346,binary,279,185,,,,,,,,36,55.9,13.2,42,73,Moderate,Multiple,low,low,unclear,low,low,low,low,unclear,yes,yes,Placebo-controlled
NMA027,NRCT0788,Mitchell,2010,JACC,26833396,France,Treatment B,Treatment E,468,647,continuous,,,49.4,23.9,72.1,12.3,,,,48,65.9,11.4,38,74,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA027,NRCT0789,Peterson,2023,J Clin Oncol,27234873,Brazil,Treatment D,Treatment B,649,369,binary,315,142,,,,,,,,36,47.9,10.1,62,71,Severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA027,NRCT0790,Rogers,2014,Ann Rheum Dis,24827879,Denmark,Treatment C,Treatment E,637,643,survival,,,,,,,1.03,0.87,1.14,48,49.2,9.1,37,81,Mild,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA027,NRCT0791,White,2012,JAMA,24791521,Singapore,Treatment C,Treatment C,425,201,continuous,,,62.8,20.2,73.3,16.7,,,,24,50.8,13.1,54,52,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA027,NRCT0792,Reed,2019,Ann Rheum Dis,28764611,Mexico,Treatment A,Treatment E,607,635,survival,,,,,,,0.6,0.51,0.68,24,59.7,12.1,48,76,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA027,NRCT0793,Phillips,2012,Lancet Neurol,28653505,Canada,Treatment E,Treatment A,761,784,survival,,,,,,,0.78,0.67,0.87,36,46.6,9.0,34,81,Moderate-severe,HTN,low,unclear,low,low,low,low,low,unclear,yes,yes,Placebo-controlled
NMA027,NRCT0794,Lee,2018,J Clin Oncol,36628291,Mexico,Treatment B,Treatment E,303,291,continuous,,,62.4,12.2,48.5,19.4,,,,12,51.4,8.3,60,71,Mild,None,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA027,NRCT0795,Robinson,2012,JAMA,26648229,Taiwan,Treatment C,Treatment B,790,741,survival,,,,,,,0.74,0.65,0.81,36,53.0,10.8,34,56,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA027,NRCT0796,Garcia,2021,Lancet,35049749,Taiwan,Treatment E,Treatment B,591,557,survival,,,,,,,0.81,0.72,0.94,12,60.4,13.7,52,63,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA027,NRCT0797,Robinson,2017,Lancet Respir Med,36128676,Netherlands,Treatment D,Treatment E,248,517,survival,,,,,,,0.66,0.56,0.74,36,55.7,12.6,46,70,Severe,Multiple,unclear,low,low,low,low,low,low,unclear,yes,yes,Head-to-head
NMA027,NRCT0798,Morris,2018,JAMA Dermatol,21594056,UK,Treatment E,Treatment C,727,360,binary,153,205,,,,,,,,48,42.6,12.6,50,60,Moderate,CVD,low,low,low,low,low,low,unclear,unclear,no,no,Placebo-controlled
NMA027,NRCT0799,Garcia,2017,NEJM,27298660,Spain,Treatment C,Treatment E,533,309,continuous,,,74.0,13.9,73.6,12.0,,,,12,49.7,13.0,37,88,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA027,NRCT0800,Martin,2014,Blood,35575926,Canada,Treatment E,Treatment D,701,208,continuous,,,62.7,18.6,72.0,18.8,,,,48,64.5,9.7,57,58,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA027,NRCT0801,Miller,2019,BMJ,21608878,Denmark,Treatment C,Treatment A,231,302,survival,,,,,,,0.85,0.72,0.95,24,48.7,8.3,54,74,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,no,Head-to-head
NMA027,NRCT0802,Jackson,2015,J Clin Oncol,31779607,South Korea,Treatment A,Treatment C,204,364,binary,92,154,,,,,,,,48,59.5,10.9,50,69,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA027,NRCT0803,Torres,2015,JAMA Dermatol,34232932,Germany,Treatment D,Treatment E,337,578,binary,141,281,,,,,,,,36,67.3,9.0,67,62,Moderate,Multiple,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA028,NRCT0804,Thompson,2015,Lancet Psychiatry,30198982,Taiwan,Treatment A,Treatment E,381,729,binary,87,343,,,,,,,,48,58.6,9.4,53,54,Mild,CVD,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA028,NRCT0805,Torres,2021,Lancet Neurol,28196034,Mexico,Treatment B,Treatment D,480,435,binary,72,151,,,,,,,,24,47.5,9.0,33,59,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA028,NRCT0806,Jones,2022,Circulation,26602422,Denmark,Treatment D,Treatment D,745,686,binary,226,148,,,,,,,,48,43.6,12.9,42,88,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA028,NRCT0807,Baker,2017,Circulation,31998102,South Korea,Treatment A,Treatment D,535,750,continuous,,,54.0,23.6,73.3,23.9,,,,24,57.4,13.5,61,73,Moderate,Multiple,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA028,NRCT0808,Davis,2020,BMJ,29551253,Singapore,Treatment A,Treatment B,619,759,survival,,,,,,,1.02,0.82,1.14,36,49.7,12.5,47,73,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA028,NRCT0809,Stewart,2018,Gut,32520385,Germany,Treatment D,Treatment A,315,345,continuous,,,68.6,16.3,46.1,23.1,,,,48,43.8,10.5,47,62,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0810,Miller,2017,Blood,34654805,Australia,Treatment A,Treatment A,496,717,binary,188,398,,,,,,,,48,51.4,11.5,35,87,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA028,NRCT0811,Martin,2020,Neurology,32931957,South Korea,Treatment C,Treatment C,584,205,continuous,,,77.7,20.7,72.9,18.4,,,,24,51.6,9.9,54,72,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0812,Stewart,2012,JAMA,22914292,Denmark,Treatment B,Treatment E,255,349,survival,,,,,,,0.69,0.6,0.8,24,60.8,9.7,64,67,Mild,CVD,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA028,NRCT0813,Morris,2012,Blood,30935328,USA,Treatment C,Treatment A,647,680,binary,300,256,,,,,,,,36,63.3,8.3,59,59,Mild,Multiple,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA028,NRCT0814,Carter,2010,Circulation,34875420,Netherlands,Treatment E,Treatment E,689,322,binary,384,141,,,,,,,,36,58.5,9.6,67,63,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA028,NRCT0815,Adams,2012,Gut,31511599,South Korea,Treatment A,Treatment E,771,688,binary,350,184,,,,,,,,48,65.3,13.8,34,81,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0816,Lewis,2021,Gut,23724747,Brazil,Treatment A,Treatment C,410,229,continuous,,,61.7,19.1,58.3,23.8,,,,24,51.1,9.8,55,73,Mild,CVD,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA028,NRCT0817,Jackson,2022,JAMA Dermatol,31669808,India,Treatment D,Treatment C,367,796,binary,86,223,,,,,,,,12,54.7,10.7,57,77,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA028,NRCT0818,Collins,2014,JAMA,32966009,Mexico,Treatment B,Treatment E,423,773,binary,90,255,,,,,,,,48,44.6,10.0,58,88,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA028,NRCT0819,Edwards,2011,NEJM,28927696,Italy,Treatment E,Treatment E,623,368,continuous,,,59.2,17.9,58.8,13.0,,,,24,49.5,10.0,59,56,Moderate,CVD,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA028,NRCT0820,Torres,2023,Circulation,28475824,Canada,Treatment B,Treatment E,743,784,binary,317,239,,,,,,,,24,59.1,8.3,47,77,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA028,NRCT0821,Lewis,2020,NEJM,25588148,UK,Treatment D,Treatment B,546,534,binary,187,204,,,,,,,,36,59.0,13.7,35,63,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA028,NRCT0822,Roberts,2014,Lancet,24769617,UK,Treatment C,Treatment A,314,761,binary,89,173,,,,,,,,24,47.4,9.2,37,62,Mild,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0823,Turner,2018,Gut,21320744,Japan,Treatment B,Treatment E,675,775,binary,172,254,,,,,,,,36,43.9,8.8,35,88,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0824,Mitchell,2023,Circulation,25449374,Italy,Treatment C,Treatment D,714,555,binary,310,193,,,,,,,,24,63.1,12.9,61,84,Moderate,Diabetes,low,unclear,low,low,low,low,low,unclear,yes,yes,Head-to-head
NMA028,NRCT0825,Hill,2011,NEJM,30806112,Japan,Treatment D,Treatment E,447,543,binary,111,205,,,,,,,,24,56.3,13.5,55,53,Severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0826,Collins,2013,Neurology,31765608,Australia,Treatment A,Treatment B,726,245,binary,124,72,,,,,,,,12,50.6,11.1,50,87,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0827,King,2015,Neurology,24099893,Italy,Treatment C,Treatment E,455,712,survival,,,,,,,0.71,0.62,0.83,12,46.3,12.7,67,60,Moderate,HTN,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA028,NRCT0828,Cook,2018,Circulation,30866964,Denmark,Treatment A,Treatment E,243,549,binary,145,250,,,,,,,,12,49.8,12.1,32,69,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA028,NRCT0829,Allen,2019,Neurology,26101570,Canada,Treatment B,Treatment B,581,440,binary,315,242,,,,,,,,48,51.4,12.0,51,87,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0830,Baker,2012,JAMA,30975421,Netherlands,Treatment A,Treatment D,731,485,binary,253,103,,,,,,,,48,49.5,8.3,60,76,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0831,Bell,2012,JACC,23460622,Italy,Treatment D,Treatment B,722,324,binary,400,187,,,,,,,,12,45.1,11.6,53,61,Moderate-severe,Diabetes,low,low,low,low,unclear,low,low,unclear,no,yes,Head-to-head
NMA028,NRCT0832,Turner,2016,BMJ,30997577,Brazil,Treatment D,Treatment B,311,477,continuous,,,70.5,15.2,65.5,13.5,,,,24,54.5,12.7,60,58,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA028,NRCT0833,Young,2010,Lancet Oncol,34333999,Taiwan,Treatment E,Treatment D,375,329,binary,214,176,,,,,,,,48,51.5,13.9,39,78,Mild,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA028,NRCT0834,White,2010,Lancet Oncol,25825847,Brazil,Treatment A,Treatment E,758,712,binary,262,152,,,,,,,,48,54.2,10.8,41,54,Severe,Multiple,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA028,NRCT0835,Evans,2012,J Clin Oncol,23862280,France,Treatment E,Treatment D,222,612,binary,102,279,,,,,,,,24,61.5,13.9,53,79,Severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA029,NRCT0836,Harris,2019,J Clin Oncol,30380502,Italy,Treatment A,Treatment D,528,250,continuous,,,62.0,20.3,77.7,12.1,,,,12,57.3,10.7,49,53,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA029,NRCT0837,Carter,2020,NEJM,24711428,Brazil,Treatment E,Treatment A,327,529,continuous,,,69.7,14.3,69.6,16.5,,,,48,55.4,12.7,32,87,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA029,NRCT0838,Martinez,2012,BMJ,35974479,Mexico,Treatment B,Treatment A,794,440,continuous,,,69.3,12.3,46.7,18.8,,,,12,59.2,9.6,67,70,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA029,NRCT0839,Lee,2010,BMJ,33805392,USA,Treatment D,Treatment A,432,201,binary,74,93,,,,,,,,36,64.4,10.4,51,88,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA029,NRCT0840,Walker,2011,JACC,34050906,Japan,Treatment B,Treatment C,675,661,binary,245,377,,,,,,,,36,65.9,9.2,56,78,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA029,NRCT0841,Young,2021,Circulation,36229590,India,Treatment E,Treatment B,271,517,binary,122,267,,,,,,,,48,57.2,8.8,57,85,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA029,NRCT0842,Morgan,2014,Lancet Neurol,36436690,India,Treatment C,Treatment D,628,667,continuous,,,69.6,21.5,50.5,23.3,,,,12,44.6,9.5,65,76,Mild,None,low,low,low,unclear,low,low,low,unclear,no,yes,Head-to-head
NMA029,NRCT0843,Baker,2023,J Clin Oncol,32969735,Germany,Treatment D,Treatment B,264,681,continuous,,,72.6,23.2,57.8,17.6,,,,36,49.3,10.1,46,83,Moderate,HTN,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA029,NRCT0844,Wilson,2019,JAMA,34560915,Canada,Treatment A,Treatment D,784,417,continuous,,,68.5,17.5,50.6,14.1,,,,36,53.8,9.3,45,70,Severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA029,NRCT0845,Miller,2013,Lancet,22820750,USA,Treatment A,Treatment B,296,703,binary,84,333,,,,,,,,36,43.8,10.3,43,71,Mild,CVD,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA029,NRCT0846,Anderson,2022,Gut,35010722,Netherlands,Treatment E,Treatment C,341,384,binary,188,165,,,,,,,,48,53.7,9.7,51,61,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA029,NRCT0847,Anderson,2011,Lancet Neurol,28212231,South Korea,Treatment C,Treatment B,319,434,continuous,,,54.0,17.6,59.8,14.2,,,,12,65.3,11.4,64,79,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA029,NRCT0848,Baker,2015,Gut,34788381,Brazil,Treatment C,Treatment C,332,318,survival,,,,,,,1.0,0.84,1.09,12,57.2,12.2,46,87,Moderate,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA029,NRCT0849,Wright,2016,Lancet Respir Med,30219090,Italy,Treatment A,Treatment A,247,388,binary,119,229,,,,,,,,24,47.7,9.6,39,72,Moderate,None,low,unclear,low,low,low,low,low,unclear,yes,yes,Placebo-controlled
NMA029,NRCT0850,Thompson,2014,Blood,29497590,Australia,Treatment E,Treatment C,317,259,binary,80,84,,,,,,,,24,46.1,9.7,41,67,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA029,NRCT0851,Jones,2022,Lancet Psychiatry,25250186,Australia,Treatment D,Treatment E,366,344,binary,102,145,,,,,,,,36,46.5,11.0,66,56,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA029,NRCT0852,Collins,2012,BMJ,21616916,China,Treatment B,Treatment E,559,521,continuous,,,50.0,21.2,77.3,19.1,,,,24,55.0,12.2,35,56,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA029,NRCT0853,Hill,2019,Lancet Oncol,28943627,Singapore,Treatment A,Treatment A,356,629,binary,113,377,,,,,,,,48,50.8,9.4,51,86,Moderate,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA029,NRCT0854,Miller,2023,BMJ,24562225,Denmark,Treatment C,Treatment B,216,773,survival,,,,,,,0.98,0.82,1.07,12,51.6,13.8,63,52,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA029,NRCT0855,Thompson,2019,JAMA Dermatol,27006813,Germany,Treatment D,Treatment A,205,383,binary,119,188,,,,,,,,24,46.4,8.5,39,59,Moderate-severe,Diabetes,low,low,low,low,low,low,unclear,unclear,yes,yes,Placebo-controlled
NMA029,NRCT0856,Nguyen,2016,Neurology,27073097,Spain,Treatment D,Treatment E,790,219,binary,244,72,,,,,,,,36,63.2,10.7,60,55,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA029,NRCT0857,Johnson,2022,JAMA Dermatol,35861964,Singapore,Treatment E,Treatment A,493,314,binary,95,94,,,,,,,,48,66.5,8.0,61,56,Severe,CVD,unclear,low,low,low,low,low,low,unclear,yes,yes,Placebo-controlled
