meta_analysis_id,study_id,author,year,journal,pmid,country,intervention,intervention_dose,comparator,n_intervention,n_comparator,outcome_type,events_intervention,events_comparator,mean_intervention,sd_intervention,mean_comparator,sd_comparator,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,therapeutic_area,disease_indication,intervention_class,outcome_measure
CMETA230,RCT4175,Phillips,2016,JAMA Psychiatry,31322528,Malaysia,LABA agent,Standard dose,Active comparator,772,553,binary,227,176,,,,,,,,36,62.9,10.4,61,67,Severe,COPD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA230,RCT4176,Jackson,2006,Br J Cancer,34178897,Chile,LABA agent,Standard dose,Placebo,821,631,binary,149,144,,,,,,,,12,61.0,8.1,60,69,Moderate,Multiple,unclear,low,low,low,low,low,low,unclear,yes,no,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA230,RCT4177,Watson,2016,Lancet Oncol,17480902,Turkey,LABA agent,Standard dose,Placebo,583,390,binary,231,139,,,,,,,,36,62.2,9.9,56,80,Mild,None,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA230,RCT4178,Kim,2005,Clin Infect Dis,34666859,Finland,LABA agent,Standard dose,Placebo,549,816,binary,149,234,,,,,,,,60,60.3,9.3,57,47,Moderate,Obesity,low,low,low,low,low,low,low,low,yes,no,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA231,RCT4179,Smith,2021,Clin Infect Dis,34870006,Portugal,Chemotherapy agent,Standard dose,Placebo,709,445,binary,244,116,,,,,,,,48,59.1,13.4,50,74,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4180,Myers,2018,Cancer,24852053,Venezuela,Chemotherapy agent,Standard dose,Placebo,284,458,binary,78,176,,,,,,,,12,59.0,12.0,47,54,Severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4181,Morales,2016,BMJ,26472541,Peru,Chemotherapy agent,Standard dose,Placebo,457,693,binary,36,88,,,,,,,,36,60.5,13.6,69,83,Severe,CVD,low,low,low,low,low,low,low,low,yes,no,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4182,Scott,2011,Arthritis Rheumatol,32265760,Brazil,Chemotherapy agent,Standard dose,Placebo,567,685,binary,81,123,,,,,,,,36,67.7,13.4,47,45,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4183,Jimenez,2008,Lancet Infect Dis,22225712,Portugal,Chemotherapy agent,Standard dose,Active comparator,741,560,binary,135,131,,,,,,,,60,68.3,10.2,66,84,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4184,Lee,2019,Eur Heart J,36410778,South Korea,Chemotherapy agent,Standard dose,Active comparator,351,323,binary,28,37,,,,,,,,12,66.4,8.3,73,65,Severe,None,low,low,low,low,low,low,low,low,yes,no,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4185,Kim,2021,Neurology,23413167,Colombia,Chemotherapy agent,Standard dose,Active comparator,727,550,binary,245,210,,,,,,,,60,59.7,12.4,61,70,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4186,Morris,2020,NEJM,22075618,Argentina,Chemotherapy agent,Standard dose,Placebo,507,694,binary,249,246,,,,,,,,36,59.0,9.9,70,59,Mild,COPD,low,low,low,low,low,low,unclear,unclear,no,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4187,Castillo,2021,Eur Heart J,17194960,Mexico,Chemotherapy agent,Standard dose,Placebo,295,552,binary,62,166,,,,,,,,24,67.0,10.5,68,60,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4188,Williams,2014,Lancet Gastroenterol Hepatol,20823786,Italy,Chemotherapy agent,Standard dose,Placebo,303,517,binary,135,182,,,,,,,,36,67.8,9.0,55,83,Severe,CVD,unclear,low,low,low,low,low,low,unclear,no,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4189,Harris,2005,Am J Gastroenterol,22122741,Norway,Chemotherapy agent,Standard dose,Active comparator,489,543,binary,141,222,,,,,,,,24,68.0,8.3,46,50,Mild,CVD,low,low,low,low,low,low,low,low,yes,no,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4190,Wright,2010,Lancet Oncol,23389763,Mexico,Chemotherapy agent,Standard dose,Placebo,583,487,binary,240,206,,,,,,,,36,64.2,13.1,68,61,Severe,Obesity,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4191,Davis,2008,Thorax,30503990,Taiwan,Chemotherapy agent,Standard dose,Placebo,484,552,binary,149,182,,,,,,,,60,66.4,9.0,46,53,Severe,Multiple,low,low,low,low,low,low,low,low,no,no,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4192,Johnson,2005,Eur Heart J,30114488,Peru,Chemotherapy agent,Standard dose,Placebo,272,657,binary,27,104,,,,,,,,24,56.4,9.5,54,83,Mild,CVD,low,low,low,low,low,low,low,low,yes,no,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4193,Allen,2019,Haematologica,34892008,Japan,Chemotherapy agent,Standard dose,Active comparator,473,403,binary,248,163,,,,,,,,36,59.5,10.3,60,63,Mild,Diabetes+HTN,low,low,unclear,low,low,low,low,unclear,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4194,Williams,2022,Eur Heart J,24806116,UAE,Chemotherapy agent,Standard dose,Active comparator,545,723,binary,288,291,,,,,,,,24,62.3,9.2,52,86,Moderate-severe,CVD,low,unclear,low,low,low,low,low,unclear,no,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4195,Collins,2013,Chest,21934625,Singapore,Chemotherapy agent,Standard dose,Placebo,718,553,binary,295,268,,,,,,,,48,56.4,10.3,68,76,Mild,COPD,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4196,Jackson,2012,Diabetes Care,30357631,Spain,Chemotherapy agent,Standard dose,Active comparator,367,272,binary,233,124,,,,,,,,12,62.4,13.1,51,66,Mild,Obesity,low,low,low,low,low,low,low,low,no,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4197,Hill,2019,J Clin Endocrinol Metab,28176660,Peru,Chemotherapy agent,Standard dose,Placebo,724,357,binary,152,76,,,,,,,,24,59.7,9.9,70,85,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,no,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4198,White,2010,Diabetes Care,17703659,Ireland,Chemotherapy agent,Standard dose,Placebo,691,522,binary,154,121,,,,,,,,60,65.4,9.9,48,86,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,no,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4199,Flores,2014,Am J Gastroenterol,36788440,Peru,Chemotherapy agent,Standard dose,Active comparator,669,340,binary,217,137,,,,,,,,48,66.4,10.6,68,81,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4200,Perez,2010,Lancet Gastroenterol Hepatol,26429811,Singapore,Chemotherapy agent,Standard dose,Placebo,710,570,binary,240,246,,,,,,,,24,66.4,9.8,72,85,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA231,RCT4201,Martinez,2005,Pain,32652182,Italy,Chemotherapy agent,Standard dose,Placebo,440,777,binary,147,194,,,,,,,,48,63.7,13.5,51,65,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Oncology,Ovarian cancer,Chemotherapy,Primary outcome
CMETA232,RCT4202,Thomas,2008,Am J Gastroenterol,25987661,Indonesia,Anticonvulsant agent,Standard dose,Placebo,225,269,continuous,,,54.9,17.0,68.4,16.4,,,,12,45.5,10.3,51,45,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4203,Lewis,2014,Br J Cancer,33226410,UAE,Anticonvulsant agent,Standard dose,Active comparator,381,393,continuous,,,67.9,13.1,74.4,13.6,,,,24,45.1,11.9,47,70,Mild,Obesity,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4204,Ramos,2015,Lancet Gastroenterol Hepatol,26211212,Germany,Anticonvulsant agent,Standard dose,Placebo,401,179,continuous,,,45.9,15.8,57.9,16.6,,,,36,61.8,8.3,47,53,Moderate,Multiple,low,low,low,low,low,unclear,low,unclear,no,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4205,Evans,2020,Ann Neurol,25027671,Hong Kong,Anticonvulsant agent,Standard dose,Placebo,363,191,continuous,,,38.2,13.4,50.3,13.5,,,,36,57.2,13.8,56,68,Moderate,HTN,low,low,low,low,low,low,low,low,yes,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4206,Nguyen,2018,Haematologica,36668823,Canada,Anticonvulsant agent,Standard dose,Active comparator,329,340,continuous,,,54.8,16.1,66.5,17.2,,,,12,62.8,9.0,40,71,Moderate,CVD,low,low,low,low,low,low,low,low,yes,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4207,Cox,2010,Chest,30057070,Portugal,Anticonvulsant agent,Standard dose,Placebo,191,362,continuous,,,64.3,11.3,78.5,12.7,,,,60,47.3,12.0,54,71,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4208,Cox,2005,Cancer,21472345,Saudi Arabia,Anticonvulsant agent,Standard dose,Active comparator,163,206,continuous,,,67.3,14.2,79.1,15.2,,,,60,56.7,12.7,37,72,Severe,CKD,low,low,low,low,low,low,low,low,yes,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4209,Bennett,2011,Neurology,17519283,Spain,Anticonvulsant agent,Standard dose,Placebo,302,425,continuous,,,72.1,13.5,76.8,15.6,,,,60,57.4,9.3,43,51,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4210,Anderson,2007,Stroke,28838050,Mexico,Anticonvulsant agent,Standard dose,Placebo,174,174,continuous,,,61.5,24.2,71.2,21.1,,,,24,61.6,8.6,52,45,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4211,Lewis,2021,JAMA Neurol,34968204,UAE,Anticonvulsant agent,Standard dose,Placebo,220,326,continuous,,,61.5,26.9,70.3,23.9,,,,12,54.2,8.4,37,45,Severe,Obesity,low,low,low,low,low,unclear,low,unclear,no,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4212,Murphy,2019,Rheumatology,25247054,Finland,Anticonvulsant agent,Standard dose,Placebo,226,286,continuous,,,42.9,12.7,47.2,12.1,,,,60,64.4,9.6,49,60,Severe,Obesity,low,low,unclear,low,low,low,low,unclear,yes,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4213,Nelson,2005,Rheumatology,29532199,Saudi Arabia,Anticonvulsant agent,Standard dose,Active comparator,216,153,continuous,,,46.7,14.0,66.4,16.3,,,,48,61.2,10.1,44,65,Moderate,CKD,low,low,low,low,low,low,low,low,no,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4214,Williams,2008,Lancet Infect Dis,29363065,China,Anticonvulsant agent,Standard dose,Active comparator,179,375,continuous,,,42.2,20.8,53.7,21.6,,,,12,61.2,8.8,40,74,Severe,Obesity,low,low,low,low,low,low,low,low,no,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4215,Evans,2016,Cancer,21817647,Singapore,Anticonvulsant agent,Standard dose,Placebo,157,382,continuous,,,45.7,21.7,51.6,21.2,,,,36,54.6,10.6,57,55,Mild,Obesity,low,low,low,low,low,low,low,low,yes,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4216,Clark,2014,Eur Heart J,26860094,Germany,Anticonvulsant agent,Standard dose,Placebo,267,152,continuous,,,30.6,16.5,49.4,16.0,,,,36,64.9,11.4,55,74,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4217,Diaz,2009,Antimicrob Agents Chemother,27082075,China,Anticonvulsant agent,Standard dose,Placebo,206,249,continuous,,,39.1,13.3,56.7,14.9,,,,12,45.6,10.9,35,85,Moderate,COPD,low,low,low,low,low,unclear,low,unclear,yes,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4218,Rodriguez,2022,J Antimicrob Chemother,26411883,Belgium,Anticonvulsant agent,Standard dose,Placebo,224,400,continuous,,,31.4,19.0,49.4,19.7,,,,24,62.5,8.3,47,53,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4219,Baker,2009,BMJ,31215818,Australia,Anticonvulsant agent,Standard dose,Placebo,240,358,continuous,,,31.9,26.4,50.5,24.5,,,,36,50.3,12.8,49,66,Moderate-severe,CKD,low,low,low,low,low,low,low,low,no,no,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4220,Diaz,2009,J Clin Oncol,30373632,Venezuela,Anticonvulsant agent,Standard dose,Active comparator,373,383,continuous,,,56.8,12.6,67.0,14.7,,,,24,45.3,10.5,49,88,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA232,RCT4221,Hernandez,2008,Lancet Gastroenterol Hepatol,34608625,Poland,Anticonvulsant agent,Standard dose,Placebo,437,340,continuous,,,73.7,18.3,78.2,16.3,,,,48,58.4,8.2,40,72,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Fibromyalgia,Anticonvulsant,Primary outcome
CMETA233,RCT4222,Mitchell,2019,J Pain,26360325,Malaysia,Anti-amyloid agent,Standard dose,Active comparator,530,354,binary,223,107,,,,,,,,48,51.7,8.7,35,85,Mild,Diabetes,low,low,low,low,low,low,low,low,no,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4223,Garcia,2020,JAMA,36518451,Japan,Anti-amyloid agent,Standard dose,Placebo,399,488,binary,24,48,,,,,,,,48,66.9,11.6,38,67,Moderate,None,low,low,unclear,low,low,low,low,unclear,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4224,Ruiz,2014,Thorax,19419971,UK,Anti-amyloid agent,Standard dose,Active comparator,448,592,binary,80,163,,,,,,,,24,59.6,11.9,61,59,Severe,COPD,low,low,low,low,low,low,low,low,no,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4225,Cruz,2012,Circulation,30151310,Czech Republic,Anti-amyloid agent,Standard dose,Active comparator,369,596,binary,204,283,,,,,,,,48,48.8,13.2,62,46,Severe,Multiple,low,unclear,low,low,low,low,low,unclear,no,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4226,Murphy,2012,Thorax,27667620,Venezuela,Anti-amyloid agent,Standard dose,Active comparator,527,582,binary,72,95,,,,,,,,48,55.4,10.8,54,59,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4227,Wright,2021,Cancer,22754867,Saudi Arabia,Anti-amyloid agent,Standard dose,Active comparator,579,595,binary,186,140,,,,,,,,48,61.0,10.8,45,61,Moderate-severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4228,Mitchell,2008,Lancet Diabetes Endocrinol,17248363,Japan,Anti-amyloid agent,Standard dose,Placebo,378,591,binary,162,291,,,,,,,,48,61.0,10.1,60,52,Severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4229,Sanders,2013,Leukemia,31409283,Italy,Anti-amyloid agent,Standard dose,Active comparator,205,572,binary,77,179,,,,,,,,12,55.2,10.4,51,58,Mild,CKD,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4230,Hall,2021,Clin Infect Dis,33601260,Thailand,Anti-amyloid agent,Standard dose,Active comparator,556,271,binary,326,121,,,,,,,,48,66.0,12.0,56,81,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4231,Morgan,2010,NEJM,22172904,Indonesia,Anti-amyloid agent,Standard dose,Active comparator,444,452,binary,136,101,,,,,,,,24,66.8,8.9,58,85,Moderate-severe,Obesity,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4232,Howard,2023,Ann Intern Med,18020244,Italy,Anti-amyloid agent,Standard dose,Placebo,242,586,binary,58,134,,,,,,,,60,66.7,12.7,56,48,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4233,Howard,2013,Rheumatology,35378143,Colombia,Anti-amyloid agent,Standard dose,Active comparator,242,357,binary,25,56,,,,,,,,24,49.9,11.6,57,80,Moderate,CKD,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4234,Gomez,2007,Stroke,27666359,Turkey,Anti-amyloid agent,Standard dose,Active comparator,212,442,binary,50,167,,,,,,,,60,60.5,11.2,37,50,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4235,Walker,2020,BMJ,26806312,India,Anti-amyloid agent,Standard dose,Active comparator,220,406,binary,64,172,,,,,,,,60,62.0,12.5,54,83,Moderate-severe,HTN,low,low,low,unclear,low,low,low,unclear,yes,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4236,King,2017,Lancet Diabetes Endocrinol,27935189,Belgium,Anti-amyloid agent,Standard dose,Placebo,460,537,binary,116,173,,,,,,,,36,64.2,9.9,58,87,Moderate,HTN,low,low,low,low,low,low,unclear,unclear,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4237,Wood,2015,Lancet Infect Dis,30476660,Thailand,Anti-amyloid agent,Standard dose,Placebo,403,528,binary,40,72,,,,,,,,24,58.3,9.3,56,57,Severe,Obesity,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4238,Ruiz,2015,Pain,29532380,Spain,Anti-amyloid agent,Standard dose,Placebo,283,495,binary,94,126,,,,,,,,24,54.4,10.7,40,55,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4239,Myers,2016,Am J Gastroenterol,18163616,Philippines,Anti-amyloid agent,Standard dose,Active comparator,355,247,binary,54,35,,,,,,,,12,62.8,8.6,41,62,Severe,CVD,low,low,low,high,low,low,low,high,no,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4240,Diaz,2008,Neurology,28176326,Thailand,Anti-amyloid agent,Standard dose,Placebo,301,403,binary,35,42,,,,,,,,24,64.8,13.2,52,73,Severe,Multiple,low,low,low,low,low,low,high,high,yes,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4241,Thompson,2007,Circulation,26035777,Singapore,Anti-amyloid agent,Standard dose,Active comparator,595,207,binary,209,77,,,,,,,,24,52.1,10.8,41,54,Moderate-severe,CKD,low,low,low,low,low,low,low,low,yes,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4242,Johnson,2014,J Infect Dis,24471313,Ireland,Anti-amyloid agent,Standard dose,Placebo,254,494,binary,61,121,,,,,,,,60,54.7,12.9,42,47,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4243,Davis,2017,Am J Psychiatry,34787605,Finland,Anti-amyloid agent,Standard dose,Placebo,259,484,binary,89,181,,,,,,,,60,45.5,9.1,65,77,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4244,Campbell,2012,JAMA Psychiatry,31344365,China,Anti-amyloid agent,Standard dose,Placebo,571,586,binary,97,100,,,,,,,,12,47.3,12.3,40,56,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4245,King,2006,Leukemia,21628964,Saudi Arabia,Anti-amyloid agent,Standard dose,Placebo,491,211,binary,136,47,,,,,,,,48,60.5,9.6,43,72,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4246,Ramirez,2011,Neurology,34683975,Spain,Anti-amyloid agent,Standard dose,Placebo,300,419,binary,149,153,,,,,,,,12,48.0,8.6,62,65,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4247,Lopez,2021,Leukemia,25882137,Venezuela,Anti-amyloid agent,Standard dose,Placebo,397,407,binary,165,178,,,,,,,,36,46.9,8.1,43,60,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4248,Carter,2017,Gastroenterology,27018382,Australia,Anti-amyloid agent,Standard dose,Placebo,574,553,binary,210,182,,,,,,,,60,67.4,13.2,41,62,Moderate,HTN,low,low,low,low,low,low,low,low,no,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4249,Evans,2017,J Clin Oncol,35622900,Philippines,Anti-amyloid agent,Standard dose,Active comparator,259,579,binary,39,95,,,,,,,,60,50.3,11.2,48,55,Mild,CVD,low,low,low,low,low,low,low,low,no,no,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4250,Ortiz,2018,Am J Psychiatry,32845929,Brazil,Anti-amyloid agent,Standard dose,Active comparator,551,256,binary,185,84,,,,,,,,48,66.0,12.4,56,54,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4251,Martinez,2018,Circulation,28505047,Turkey,Anti-amyloid agent,Standard dose,Placebo,569,506,binary,72,54,,,,,,,,36,48.6,11.9,40,83,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA233,RCT4252,Lee,2007,Cancer,36876821,Australia,Anti-amyloid agent,Standard dose,Placebo,549,229,binary,215,78,,,,,,,,60,55.3,8.8,44,88,Moderate,Obesity,low,low,low,low,low,low,low,low,yes,yes,Neurology,Stroke,Anti-amyloid,Primary outcome
CMETA234,RCT4253,Bailey,2021,Clin Cancer Res,27374065,Finland,IL-6 inhibitor agent,Standard dose,Active comparator,556,335,binary,122,58,,,,,,,,36,50.8,10.6,38,45,Mild,CKD,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4254,Patel,2020,JAMA Neurol,33747734,Israel,IL-6 inhibitor agent,Standard dose,Active comparator,571,358,binary,95,59,,,,,,,,24,47.8,9.9,45,61,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4255,Rivera,2022,Ann Rheum Dis,23503523,Sweden,IL-6 inhibitor agent,Standard dose,Placebo,537,342,binary,186,109,,,,,,,,36,55.2,11.4,31,77,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4256,White,2015,Clin Cancer Res,28593671,Mexico,IL-6 inhibitor agent,Standard dose,Active comparator,518,302,binary,139,67,,,,,,,,12,60.9,14.0,33,86,Moderate,COPD,low,low,low,low,low,low,low,low,no,no,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4257,Wilson,2009,Rheumatology,20843977,Japan,IL-6 inhibitor agent,Standard dose,Placebo,546,299,binary,57,35,,,,,,,,48,53.2,9.3,43,58,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4258,James,2008,Haematologica,36948470,New Zealand,IL-6 inhibitor agent,Standard dose,Placebo,314,293,binary,50,43,,,,,,,,36,51.9,9.6,41,55,Moderate,Diabetes+HTN,low,low,low,unclear,low,low,low,unclear,no,no,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4259,Collins,2018,Lancet Diabetes Endocrinol,27315067,Colombia,IL-6 inhibitor agent,Standard dose,Placebo,508,598,binary,74,100,,,,,,,,36,45.0,8.7,30,49,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4260,Cruz,2007,JAMA Psychiatry,31100102,Australia,IL-6 inhibitor agent,Standard dose,Placebo,375,555,binary,238,256,,,,,,,,36,45.1,13.0,32,56,Severe,COPD,low,low,low,low,low,low,unclear,unclear,no,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4261,Ross,2012,Cancer,31315501,China,IL-6 inhibitor agent,Standard dose,Placebo,579,521,binary,149,126,,,,,,,,60,50.3,8.5,26,73,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4262,Gomez,2006,JAMA Psychiatry,23269280,South Africa,IL-6 inhibitor agent,Standard dose,Placebo,261,570,binary,42,88,,,,,,,,60,55.3,11.2,43,61,Moderate-severe,CKD,low,low,low,low,low,low,low,low,no,no,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
