cea_id,study_type,publication_year,country,perspective,therapeutic_area,intervention_type,model_type,time_horizon_years,intervention_cost_usd,comparator_cost_usd,incremental_cost_usd,intervention_qalys,comparator_qalys,incremental_qalys,icer_per_qaly,wtp_threshold,ce_conclusion,deterministic_sa_conducted,probabilistic_sa_conducted,prob_ce_at_wtp,discount_rate_costs,discount_rate_outcomes,cheers_quality_score,efficacy_from_rct,utility_data_source,half_cycle_correction,scenario_analyses_n,subgroup_analyses,equity_considerations,funding_source
CEA0491,Cost-Benefit Analysis (CBA),2021,Sweden,Healthcare payer,Neurology,Prevention,Markov,10,52283.26,123138.77,-70855.5,6.3358,9.8915,-3.5557,19927.46,80000,Highly Cost-Effective,True,False,,0.05,0.035,24,True,EQ-5D,True,6,False,False,Government
CEA0492,Cost-Minimization Analysis (CMA),2015,Canada,Patient,Respiratory,Screening,Decision Tree,10,116662.38,98101.44,18560.94,12.4376,12.7861,-0.3485,-53257.49,80000,Dominant,True,True,0.677,0.05,0.05,13,True,Literature,True,9,False,False,Industry
CEA0493,Cost-Minimization Analysis (CMA),2024,USA,Patient,Diabetes,Surgical,Discrete Event Simulation,Lifetime,14241.01,108308.58,-94067.56,12.1591,12.5881,-0.429,219257.43,100000,Not Cost-Effective,True,True,0.491,0.035,0.035,23,False,SF-6D,True,8,False,False,Mixed
CEA0494,Cost-Minimization Analysis (CMA),2019,Sweden,Patient,Rheumatology,Screening,Markov,20,65193.05,75002.13,-9809.08,9.3216,6.761,2.5606,-3830.79,80000,Dominant,True,True,0.687,0.03,0.05,16,True,SF-6D,True,5,False,False,Government
CEA0495,Cost-Benefit Analysis (CBA),2020,Australia,Hospital,Infectious Disease,Prevention,Markov,10,138327.86,5536.63,132791.23,10.6771,3.4014,7.2756,18251.47,80000,Highly Cost-Effective,True,True,0.363,0.03,0.04,21,False,EQ-5D,False,2,True,False,Independent
CEA0496,Cost-Benefit Analysis (CBA),2019,France,Hospital,Infectious Disease,Behavioral,Markov,5,57715.64,23757.43,33958.22,14.9107,5.6277,9.2831,3658.08,80000,Highly Cost-Effective,True,True,0.649,0.04,0.05,15,True,Expert Opinion,True,7,False,True,Government
CEA0497,Cost-Minimization Analysis (CMA),2020,UK,Government,Mental Health,Diagnostic,Markov,Lifetime,143167.31,72406.89,70760.42,13.993,8.9038,5.0892,13903.94,50000,Highly Cost-Effective,True,True,0.775,0.03,0.04,24,True,EQ-5D,True,1,False,False,Industry
CEA0498,Cost-Utility Analysis (CUA),2021,Italy,Healthcare payer,Oncology,Device,Decision Tree,Lifetime,114882.25,45673.54,69208.72,13.1196,6.1999,6.9197,10001.63,80000,Highly Cost-Effective,True,True,0.292,0.03,0.03,18,True,EQ-5D,True,7,False,False,Industry
CEA0499,Cost-Minimization Analysis (CMA),2022,Canada,Government,Cardiology,Behavioral,Decision Tree,5,8625.0,44112.04,-35487.04,13.9121,7.0858,6.8262,-5198.64,80000,Dominant,False,True,0.608,0.03,0.05,12,True,HUI,False,0,False,True,Mixed
CEA0500,Cost-Minimization Analysis (CMA),2018,Netherlands,Hospital,Respiratory,Diagnostic,Decision Tree,20,6937.07,72631.7,-65694.63,6.2614,7.6801,-1.4187,46305.61,80000,Cost-Effective,True,True,0.575,0.05,0.035,15,True,EQ-5D,False,4,True,False,Independent
CEA0501,Cost-Minimization Analysis (CMA),2019,South Korea,Societal,Cardiology,Digital Health,Markov,20,37092.18,73397.36,-36305.18,8.9363,11.2126,-2.2763,15949.34,80000,Highly Cost-Effective,True,True,0.806,0.035,0.03,21,False,SF-6D,True,3,True,False,Industry
CEA0502,Budget Impact Analysis (BIA),2023,Spain,Patient,Neurology,Screening,Markov,Lifetime,75068.85,142472.3,-67403.45,9.1585,2.8672,6.2913,-10713.8,80000,Dominant,True,False,,0.03,0.035,18,True,SF-6D,True,4,True,False,Industry
CEA0503,Budget Impact Analysis (BIA),2024,Italy,Hospital,Rare Diseases,Pharmaceutical,Discrete Event Simulation,1,81287.04,135738.2,-54451.16,5.6931,10.2134,-4.5203,12045.94,80000,Highly Cost-Effective,True,True,0.622,0.035,0.04,23,True,Expert Opinion,True,6,False,True,Industry
CEA0504,Cost-Utility Analysis (CUA),2017,France,Government,Vaccines,Surgical,Markov,30,132206.87,107509.75,24697.11,5.0593,3.3405,1.7188,14369.21,80000,Highly Cost-Effective,True,True,0.803,0.03,0.05,18,True,SF-6D,True,9,False,False,Government
CEA0505,Cost-Effectiveness Analysis (CEA),2022,Australia,Patient,Neurology,Diagnostic,Hybrid,20,47174.82,44162.92,3011.9,8.1289,6.1539,1.975,1525.04,80000,Highly Cost-Effective,True,True,0.622,0.04,0.04,15,False,SF-6D,False,6,False,False,Industry
CEA0506,Cost-Effectiveness Analysis (CEA),2024,USA,Hospital,Respiratory,Surgical,Hybrid,1,6310.8,135669.58,-129358.78,3.2417,2.3554,0.8864,-145940.28,100000,Dominant,True,True,0.643,0.04,0.05,16,True,Literature,True,3,False,False,Government
CEA0507,Cost-Effectiveness Analysis (CEA),2020,Germany,Patient,Rare Diseases,Pharmaceutical,Decision Tree,1,25161.04,112177.59,-87016.55,5.4325,2.5821,2.8503,-30528.69,80000,Dominant,True,False,,0.05,0.035,23,False,Literature,False,9,False,True,Government
CEA0508,Cost-Utility Analysis (CUA),2018,Australia,Patient,Vaccines,Surgical,Markov,1,190533.38,38294.3,152239.08,6.1939,9.5615,-3.3676,-45206.76,80000,Dominant,True,True,0.553,0.03,0.04,15,False,Expert Opinion,False,9,False,False,Industry
CEA0509,Cost-Utility Analysis (CUA),2021,Australia,Healthcare payer,Cardiology,Prevention,Decision Tree,5,70528.84,22783.01,47745.83,7.5336,9.6277,-2.0941,-22800.63,80000,Dominant,True,False,,0.035,0.03,23,True,HUI,True,5,False,False,Industry
CEA0510,Cost-Utility Analysis (CUA),2022,Japan,Healthcare payer,Diabetes,Device,Markov,Lifetime,196964.19,148338.69,48625.5,10.2291,10.5112,-0.2821,-172383.31,80000,Dominant,False,True,0.714,0.05,0.05,19,False,HUI,True,7,False,False,Industry
CEA0511,Cost-Minimization Analysis (CMA),2018,South Korea,Patient,Cardiology,Screening,Discrete Event Simulation,Lifetime,7912.82,126348.23,-118435.41,5.8258,6.7264,-0.9006,131503.56,80000,Not Cost-Effective,True,False,,0.03,0.03,12,False,Expert Opinion,True,8,False,False,Independent
CEA0512,Budget Impact Analysis (BIA),2015,Italy,Government,Respiratory,Screening,Decision Tree,Lifetime,134983.61,40035.95,94947.65,14.6031,5.7015,8.9016,10666.3,80000,Highly Cost-Effective,True,True,0.62,0.04,0.03,21,True,Literature,False,0,True,True,Government
CEA0513,Cost-Utility Analysis (CUA),2015,Italy,Hospital,Rare Diseases,Surgical,Discrete Event Simulation,Lifetime,184118.13,53050.03,131068.1,3.4935,6.9558,-3.4623,-37855.91,80000,Dominant,True,True,0.892,0.05,0.03,19,False,HUI,True,2,False,False,Industry
CEA0514,Cost-Minimization Analysis (CMA),2022,Canada,Patient,Oncology,Surgical,Discrete Event Simulation,10,61531.31,4361.81,57169.5,3.7654,11.3059,-7.5406,-7581.61,80000,Dominant,True,True,0.906,0.03,0.03,20,True,Literature,True,5,False,False,Mixed
CEA0515,Cost-Benefit Analysis (CBA),2018,France,Societal,Rare Diseases,Surgical,Discrete Event Simulation,5,73042.88,7441.45,65601.43,14.6439,11.5381,3.1058,21121.93,80000,Highly Cost-Effective,True,True,0.508,0.05,0.04,14,True,Expert Opinion,True,4,False,True,Industry
CEA0516,Cost-Minimization Analysis (CMA),2024,USA,Patient,Diabetes,Device,Discrete Event Simulation,5,165441.45,133471.87,31969.57,9.9548,5.7547,4.2001,7611.7,100000,Highly Cost-Effective,True,True,0.219,0.04,0.04,22,True,HUI,False,6,True,False,Government
CEA0517,Cost-Benefit Analysis (CBA),2018,Italy,Government,Respiratory,Digital Health,Markov,1,130933.99,58192.66,72741.32,9.3689,9.8308,-0.462,-157461.62,80000,Dominant,True,True,0.566,0.035,0.04,21,True,Literature,True,2,True,False,Government
CEA0518,Budget Impact Analysis (BIA),2016,Spain,Government,Rheumatology,Behavioral,Decision Tree,1,78127.75,38234.45,39893.29,9.2318,5.568,3.6638,10888.47,80000,Highly Cost-Effective,True,False,,0.04,0.035,18,False,EQ-5D,True,8,False,False,Independent
CEA0519,Cost-Minimization Analysis (CMA),2021,France,Government,Rare Diseases,Diagnostic,Decision Tree,Lifetime,62908.74,115768.86,-52860.12,13.5288,12.9548,0.574,-92095.85,80000,Dominant,True,True,0.292,0.05,0.03,19,True,EQ-5D,True,6,True,False,Industry
CEA0520,Budget Impact Analysis (BIA),2015,Italy,Healthcare payer,Mental Health,Behavioral,Hybrid,20,34143.14,42778.19,-8635.05,7.8335,9.7402,-1.9067,4528.86,80000,Highly Cost-Effective,True,False,,0.04,0.03,23,False,EQ-5D,True,5,True,False,Industry
CEA0521,Cost-Minimization Analysis (CMA),2015,Australia,Societal,Oncology,Diagnostic,Markov,Lifetime,52659.61,24573.77,28085.83,5.2564,10.6997,-5.4432,-5159.77,80000,Dominant,True,False,,0.035,0.04,16,False,Expert Opinion,True,6,False,False,Industry
CEA0522,Cost-Minimization Analysis (CMA),2020,Japan,Healthcare payer,Infectious Disease,Prevention,Decision Tree,30,190745.75,80558.41,110187.34,14.9409,3.7056,11.2353,9807.24,80000,Highly Cost-Effective,True,True,0.426,0.04,0.035,20,True,SF-6D,False,3,True,False,Industry
CEA0523,Budget Impact Analysis (BIA),2015,UK,Patient,Rheumatology,Device,Hybrid,5,173442.11,47807.6,125634.52,11.9895,9.9181,2.0714,60651.21,50000,Marginally Cost-Effective,True,True,0.467,0.03,0.05,12,True,HUI,False,5,True,False,Industry
CEA0524,Cost-Effectiveness Analysis (CEA),2015,Italy,Patient,Oncology,Digital Health,Markov,20,51333.7,57802.68,-6468.98,8.0418,5.6568,2.385,-2712.34,80000,Dominant,True,True,0.367,0.04,0.03,23,True,SF-6D,True,0,True,False,Government
CEA0525,Cost-Benefit Analysis (CBA),2020,Italy,Government,Mental Health,Behavioral,Discrete Event Simulation,10,91964.76,15029.27,76935.48,12.1855,6.5698,5.6157,13700.02,80000,Highly Cost-Effective,True,True,0.618,0.035,0.04,14,True,HUI,False,4,False,False,Government
CEA0526,Cost-Minimization Analysis (CMA),2017,France,Patient,Infectious Disease,Pharmaceutical,Discrete Event Simulation,20,116292.98,77013.62,39279.35,6.0966,4.6843,1.4123,27812.07,80000,Highly Cost-Effective,True,True,0.402,0.04,0.04,23,True,SF-6D,True,8,True,True,Government
CEA0527,Cost-Utility Analysis (CUA),2022,USA,Patient,Oncology,Pharmaceutical,Decision Tree,1,140209.21,36170.63,104038.58,3.686,10.3662,-6.6802,-15574.15,100000,Dominant,True,True,0.668,0.03,0.03,12,False,Expert Opinion,True,1,False,False,Industry
CEA0528,Cost-Effectiveness Analysis (CEA),2021,Japan,Government,Rheumatology,Screening,Decision Tree,30,64214.58,86957.62,-22743.04,6.5994,11.0402,-4.4408,5121.44,80000,Highly Cost-Effective,True,True,0.575,0.03,0.05,14,True,SF-6D,True,8,False,False,Industry
CEA0529,Budget Impact Analysis (BIA),2021,Canada,Patient,Rare Diseases,Behavioral,Markov,1,96586.28,46146.9,50439.38,8.0797,2.2084,5.8713,8590.86,80000,Highly Cost-Effective,True,True,0.676,0.05,0.03,16,True,EQ-5D,True,4,True,False,Mixed
CEA0530,Cost-Effectiveness Analysis (CEA),2023,UK,Patient,Oncology,Device,Hybrid,1,106280.0,34903.33,71376.66,4.6179,12.6878,-8.0699,-8844.8,50000,Dominant,True,True,0.492,0.03,0.035,20,True,EQ-5D,True,4,True,False,Industry
CEA0531,Cost-Minimization Analysis (CMA),2018,South Korea,Patient,Infectious Disease,Behavioral,Markov,1,74972.88,72391.54,2581.34,5.0268,8.9301,-3.9033,-661.32,80000,Dominant,True,False,,0.04,0.035,20,True,EQ-5D,False,5,True,False,Government
CEA0532,Cost-Effectiveness Analysis (CEA),2023,Germany,Healthcare payer,Infectious Disease,Digital Health,Hybrid,Lifetime,18252.42,96704.0,-78451.58,10.2722,4.5275,5.7447,-13656.36,80000,Dominant,True,False,,0.04,0.035,15,True,SF-6D,True,0,False,True,Industry
CEA0533,Cost-Utility Analysis (CUA),2016,South Korea,Patient,Infectious Disease,Prevention,Discrete Event Simulation,20,105341.2,67346.16,37995.04,10.9733,2.7673,8.206,4630.17,80000,Highly Cost-Effective,True,True,0.38,0.05,0.05,13,False,EQ-5D,True,6,True,True,Government
CEA0534,Cost-Utility Analysis (CUA),2015,Sweden,Hospital,Rheumatology,Diagnostic,Decision Tree,Lifetime,92726.24,66666.55,26059.69,13.4779,13.5917,-0.1139,-228827.83,80000,Dominant,True,True,0.184,0.03,0.035,12,True,SF-6D,True,7,False,False,Government
CEA0535,Budget Impact Analysis (BIA),2016,France,Hospital,Diabetes,Device,Decision Tree,20,31445.76,71090.92,-39645.16,4.1324,9.2252,-5.0928,7784.49,80000,Highly Cost-Effective,True,True,0.574,0.04,0.04,14,True,SF-6D,False,2,True,False,Mixed
CEA0536,Cost-Benefit Analysis (CBA),2015,Italy,Societal,Respiratory,Surgical,Discrete Event Simulation,30,108131.0,41486.9,66644.09,7.1512,10.4687,-3.3176,-20088.29,80000,Dominant,True,True,0.601,0.05,0.035,23,True,HUI,False,2,False,False,Industry
CEA0537,Cost-Minimization Analysis (CMA),2024,Japan,Hospital,Cardiology,Device,Hybrid,20,94645.85,104996.11,-10350.27,4.2383,5.1846,-0.9463,10937.63,80000,Highly Cost-Effective,True,True,0.763,0.03,0.04,16,True,HUI,True,3,False,False,Industry
CEA0538,Cost-Benefit Analysis (CBA),2015,Australia,Patient,Neurology,Behavioral,Decision Tree,Lifetime,152702.7,127611.84,25090.85,5.2598,10.4444,-5.1846,-4839.47,80000,Dominant,True,True,0.515,0.05,0.04,22,True,EQ-5D,True,6,False,True,Industry
CEA0539,Cost-Minimization Analysis (CMA),2023,Germany,Hospital,Neurology,Pharmaceutical,Decision Tree,30,98017.96,60289.66,37728.29,13.7688,2.8627,10.9061,3459.38,80000,Highly Cost-Effective,True,False,,0.05,0.035,20,False,Expert Opinion,True,2,False,False,Independent
CEA0540,Budget Impact Analysis (BIA),2023,USA,Societal,Mental Health,Screening,Hybrid,20,56225.79,34843.56,21382.23,12.5796,3.0335,9.5461,2239.89,100000,Highly Cost-Effective,True,True,0.916,0.03,0.05,14,True,EQ-5D,True,4,False,False,Industry
CEA0541,Cost-Benefit Analysis (CBA),2016,Australia,Government,Neurology,Surgical,Markov,10,163709.31,16835.04,146874.27,7.9838,7.1364,0.8474,173323.97,80000,Not Cost-Effective,True,False,,0.04,0.035,21,True,SF-6D,True,4,False,True,Industry
CEA0542,Cost-Minimization Analysis (CMA),2015,Netherlands,Government,Respiratory,Digital Health,Markov,10,139336.34,121649.25,17687.1,6.3493,10.9849,-4.6356,-3815.49,80000,Dominant,True,True,0.659,0.03,0.04,20,True,Literature,True,7,False,False,Independent
CEA0543,Cost-Utility Analysis (CUA),2016,Spain,Hospital,Vaccines,Screening,Hybrid,20,19215.1,100230.43,-81015.32,14.1786,2.5395,11.6392,-6960.58,80000,Dominant,True,True,0.498,0.04,0.03,19,True,Expert Opinion,False,9,False,True,Government
CEA0544,Cost-Minimization Analysis (CMA),2022,France,Patient,Cardiology,Prevention,Markov,Lifetime,160410.44,64499.83,95910.62,13.3665,2.0017,11.3648,8439.3,80000,Highly Cost-Effective,True,True,0.737,0.03,0.05,23,True,Expert Opinion,False,0,True,False,Mixed
CEA0545,Cost-Minimization Analysis (CMA),2020,USA,Healthcare payer,Rheumatology,Pharmaceutical,Discrete Event Simulation,5,102488.37,68610.53,33877.84,10.0097,12.6827,-2.673,-12674.1,100000,Dominant,True,True,0.391,0.03,0.05,15,True,EQ-5D,True,6,True,False,Industry
CEA0546,Cost-Utility Analysis (CUA),2018,Italy,Hospital,Infectious Disease,Screening,Hybrid,1,22576.51,31535.45,-8958.94,10.2847,10.786,-0.5013,17871.6,80000,Highly Cost-Effective,True,True,0.496,0.05,0.03,22,False,Expert Opinion,True,8,True,False,Government
CEA0547,Budget Impact Analysis (BIA),2017,France,Patient,Vaccines,Behavioral,Markov,10,23903.76,13558.13,10345.62,12.3775,3.8716,8.5059,1216.29,80000,Highly Cost-Effective,True,False,,0.04,0.03,24,True,HUI,True,4,True,False,Government
CEA0548,Cost-Benefit Analysis (CBA),2020,Italy,Societal,Rare Diseases,Device,Discrete Event Simulation,5,14947.8,81820.78,-66872.98,3.6497,8.1407,-4.491,14890.41,80000,Highly Cost-Effective,False,True,0.741,0.03,0.035,15,False,EQ-5D,False,8,False,False,Industry
CEA0549,Cost-Effectiveness Analysis (CEA),2015,Canada,Government,Respiratory,Diagnostic,Decision Tree,30,63495.99,97720.7,-34224.71,9.6867,9.8279,-0.1413,242282.98,80000,Not Cost-Effective,True,True,0.877,0.05,0.035,15,True,SF-6D,True,5,False,False,Independent
CEA0550,Cost-Utility Analysis (CUA),2018,USA,Societal,Respiratory,Diagnostic,Decision Tree,Lifetime,169405.46,89910.71,79494.76,13.4383,12.4116,1.0267,77428.38,100000,Cost-Effective,True,False,,0.03,0.04,16,False,EQ-5D,True,6,True,False,Government
CEA0551,Cost-Benefit Analysis (CBA),2016,Italy,Hospital,Mental Health,Device,Discrete Event Simulation,20,17215.03,21646.47,-4431.44,11.9478,5.9428,6.0049,-737.96,80000,Dominant,True,False,,0.04,0.03,14,True,SF-6D,True,6,True,False,Government
CEA0552,Cost-Minimization Analysis (CMA),2022,Japan,Government,Respiratory,Diagnostic,Discrete Event Simulation,Lifetime,129444.07,59816.86,69627.21,13.5763,9.81,3.7663,18486.81,80000,Highly Cost-Effective,True,False,,0.035,0.05,23,True,SF-6D,True,2,False,False,Industry
CEA0553,Cost-Benefit Analysis (CBA),2023,Canada,Patient,Respiratory,Device,Markov,1,95939.05,146611.4,-50672.36,7.0162,13.7909,-6.7747,7479.69,80000,Highly Cost-Effective,True,True,0.612,0.035,0.035,18,False,Expert Opinion,True,0,False,False,Independent
CEA0554,Cost-Utility Analysis (CUA),2015,USA,Hospital,Neurology,Surgical,Decision Tree,20,138048.22,38303.91,99744.31,13.9082,8.4568,5.4515,18296.83,100000,Highly Cost-Effective,False,True,0.509,0.035,0.03,18,True,HUI,False,6,True,False,Government
CEA0555,Budget Impact Analysis (BIA),2024,Japan,Societal,Mental Health,Behavioral,Decision Tree,5,34557.75,41947.83,-7390.08,6.4399,9.2234,-2.7835,2655.0,80000,Highly Cost-Effective,False,False,,0.035,0.04,20,False,Literature,True,7,True,False,Industry
CEA0556,Cost-Benefit Analysis (CBA),2020,Japan,Patient,Diabetes,Diagnostic,Discrete Event Simulation,Lifetime,89684.59,25548.03,64136.56,13.3842,5.4971,7.8871,8131.87,80000,Highly Cost-Effective,True,True,0.838,0.05,0.035,22,True,Expert Opinion,True,3,False,False,Industry
CEA0557,Cost-Minimization Analysis (CMA),2016,Italy,Patient,Rheumatology,Device,Decision Tree,1,103841.75,1588.16,102253.59,14.0679,2.792,11.2759,9068.3,80000,Highly Cost-Effective,True,True,0.676,0.04,0.035,12,True,SF-6D,True,2,True,False,Government
CEA0558,Cost-Benefit Analysis (CBA),2023,France,Societal,Cardiology,Diagnostic,Hybrid,20,19933.42,93489.16,-73555.74,5.5411,3.5475,1.9936,-36895.59,80000,Dominant,True,True,0.966,0.05,0.035,18,True,Literature,False,9,False,True,Industry
CEA0559,Cost-Minimization Analysis (CMA),2022,Sweden,Government,Rheumatology,Diagnostic,Markov,10,181812.45,130183.42,51629.03,3.7435,5.6633,-1.9197,-26893.87,80000,Dominant,True,True,0.606,0.04,0.03,24,True,HUI,False,5,False,False,Industry
CEA0560,Budget Impact Analysis (BIA),2024,Italy,Government,Rare Diseases,Prevention,Decision Tree,20,191873.74,145167.89,46705.86,14.1575,7.5506,6.6069,7069.24,80000,Highly Cost-Effective,True,True,0.821,0.035,0.05,24,True,Expert Opinion,False,1,False,False,Industry
CEA0561,Cost-Minimization Analysis (CMA),2018,USA,Societal,Rheumatology,Diagnostic,Hybrid,1,173123.93,135883.02,37240.92,7.5006,8.3138,-0.8133,-45792.39,100000,Dominant,True,True,0.718,0.04,0.035,14,True,Literature,True,4,False,False,Industry
CEA0562,Cost-Benefit Analysis (CBA),2022,UK,Government,Vaccines,Device,Decision Tree,1,141461.52,56272.85,85188.67,9.3898,13.7252,-4.3354,-19649.5,50000,Dominant,True,True,0.569,0.05,0.04,18,False,HUI,False,2,False,True,Industry
CEA0563,Cost-Minimization Analysis (CMA),2019,Canada,Patient,Rare Diseases,Diagnostic,Markov,Lifetime,43839.05,69246.86,-25407.81,9.9158,5.9096,4.0062,-6342.09,80000,Dominant,True,True,0.5,0.04,0.03,21,False,EQ-5D,False,5,False,False,Government
CEA0564,Budget Impact Analysis (BIA),2023,Australia,Patient,Rheumatology,Behavioral,Decision Tree,5,119281.64,140409.8,-21128.17,8.5979,6.6592,1.9386,-10898.5,80000,Dominant,True,False,,0.04,0.035,13,True,Literature,True,3,True,True,Industry
CEA0565,Cost-Utility Analysis (CUA),2022,Netherlands,Government,Infectious Disease,Digital Health,Hybrid,20,110039.0,87801.78,22237.22,5.5948,6.7003,-1.1055,-20115.63,80000,Dominant,True,True,0.832,0.04,0.05,17,True,SF-6D,False,6,False,True,Government
CEA0566,Budget Impact Analysis (BIA),2020,UK,Patient,Mental Health,Surgical,Hybrid,1,89188.56,34650.36,54538.2,4.6258,10.5468,-5.921,-9210.95,50000,Dominant,True,True,0.784,0.035,0.03,20,False,SF-6D,True,9,True,True,Government
CEA0567,Cost-Effectiveness Analysis (CEA),2016,Canada,Government,Diabetes,Prevention,Hybrid,10,174326.29,59628.21,114698.08,13.4508,2.3283,11.1225,10312.24,80000,Highly Cost-Effective,True,True,0.764,0.03,0.05,22,True,Literature,True,4,False,False,Independent
CEA0568,Cost-Benefit Analysis (CBA),2016,South Korea,Hospital,Infectious Disease,Pharmaceutical,Discrete Event Simulation,20,101802.45,24981.99,76820.46,13.6726,10.5237,3.1489,24396.03,80000,Highly Cost-Effective,True,False,,0.05,0.04,20,True,Expert Opinion,True,8,False,False,Independent
CEA0569,Budget Impact Analysis (BIA),2022,USA,Patient,Respiratory,Diagnostic,Markov,1,122301.47,14096.46,108205.0,11.3487,6.908,4.4407,24366.86,100000,Highly Cost-Effective,True,False,,0.04,0.05,24,True,EQ-5D,False,5,False,False,Government
CEA0570,Cost-Effectiveness Analysis (CEA),2021,South Korea,Patient,Rheumatology,Screening,Hybrid,5,104508.4,58940.12,45568.28,12.0497,5.8782,6.1715,7383.65,80000,Highly Cost-Effective,True,True,0.588,0.03,0.035,23,True,HUI,True,9,False,False,Government
CEA0571,Cost-Effectiveness Analysis (CEA),2015,France,Patient,Rheumatology,Digital Health,Markov,5,74885.84,12176.73,62709.11,5.3758,6.026,-0.6502,-96452.17,80000,Dominant,True,True,0.586,0.03,0.035,13,True,SF-6D,True,0,False,False,Industry
CEA0572,Cost-Benefit Analysis (CBA),2023,USA,Healthcare payer,Neurology,Surgical,Markov,5,93102.28,38781.38,54320.9,10.0728,10.6036,-0.5308,-102338.33,100000,Dominant,True,True,0.529,0.04,0.04,20,True,Literature,False,7,False,False,Government
CEA0573,Cost-Benefit Analysis (CBA),2018,Spain,Hospital,Infectious Disease,Diagnostic,Discrete Event Simulation,Lifetime,13715.29,57049.65,-43334.36,6.2092,7.7763,-1.5672,27651.5,80000,Highly Cost-Effective,True,True,0.298,0.05,0.05,15,True,HUI,True,3,False,False,Government
CEA0574,Cost-Utility Analysis (CUA),2017,Canada,Patient,Mental Health,Surgical,Hybrid,1,80240.28,69564.42,10675.86,8.6351,5.2388,3.3964,3143.32,80000,Highly Cost-Effective,True,False,,0.03,0.03,14,True,HUI,False,2,True,False,Independent
CEA0575,Budget Impact Analysis (BIA),2017,Spain,Healthcare payer,Oncology,Behavioral,Hybrid,5,95725.09,48074.35,47650.74,14.7353,13.7363,0.9989,47702.64,80000,Cost-Effective,True,True,0.739,0.05,0.04,18,True,HUI,False,6,True,False,Government
CEA0576,Cost-Benefit Analysis (CBA),2022,Italy,Societal,Mental Health,Prevention,Discrete Event Simulation,10,164171.67,102706.32,61465.35,8.4267,4.9691,3.4576,17776.95,80000,Highly Cost-Effective,True,True,0.584,0.04,0.05,18,False,SF-6D,False,0,False,False,Independent
CEA0577,Budget Impact Analysis (BIA),2022,South Korea,Healthcare payer,Mental Health,Screening,Markov,5,194458.34,43888.61,150569.74,14.4741,7.9914,6.4827,23226.52,80000,Highly Cost-Effective,True,False,,0.035,0.03,24,True,SF-6D,False,4,True,False,Independent
CEA0578,Cost-Utility Analysis (CUA),2022,Sweden,Healthcare payer,Rare Diseases,Diagnostic,Decision Tree,5,196639.91,70049.44,126590.46,11.8412,12.2806,-0.4394,-288071.9,80000,Dominant,True,True,0.354,0.035,0.05,18,True,SF-6D,True,2,True,True,Independent
CEA0579,Cost-Benefit Analysis (CBA),2020,South Korea,Societal,Rheumatology,Device,Markov,5,64081.85,96547.82,-32465.97,10.2892,9.0138,1.2754,-25456.3,80000,Dominant,True,True,0.558,0.035,0.03,12,False,SF-6D,True,7,False,True,Government
CEA0580,Cost-Minimization Analysis (CMA),2021,South Korea,Hospital,Neurology,Digital Health,Discrete Event Simulation,1,129274.04,47850.69,81423.35,4.3281,9.5306,-5.2025,-15650.91,80000,Dominant,True,True,0.835,0.03,0.04,13,True,Literature,True,3,False,True,Industry
CEA0581,Cost-Minimization Analysis (CMA),2020,Australia,Patient,Rare Diseases,Surgical,Decision Tree,1,103394.94,144485.35,-41090.41,9.0518,11.3033,-2.2515,18249.99,80000,Highly Cost-Effective,True,True,0.852,0.035,0.03,23,False,EQ-5D,False,6,False,False,Mixed
CEA0582,Cost-Effectiveness Analysis (CEA),2021,Netherlands,Government,Vaccines,Digital Health,Decision Tree,5,61489.95,72821.25,-11331.29,9.4681,7.1497,2.3184,-4887.53,80000,Dominant,True,True,0.442,0.04,0.04,16,True,HUI,True,8,False,False,Mixed
CEA0583,Budget Impact Analysis (BIA),2018,Sweden,Patient,Rare Diseases,Device,Markov,20,145414.0,71090.18,74323.82,12.0384,10.2848,1.7536,42382.74,80000,Cost-Effective,True,True,0.536,0.04,0.03,18,True,SF-6D,True,1,False,True,Mixed
CEA0584,Cost-Effectiveness Analysis (CEA),2020,UK,Societal,Respiratory,Screening,Hybrid,20,9923.43,135981.72,-126058.29,9.4641,4.0216,5.4425,-23162.0,50000,Dominant,True,False,,0.04,0.035,12,True,Literature,True,5,False,False,Mixed
CEA0585,Cost-Minimization Analysis (CMA),2023,Australia,Societal,Vaccines,Screening,Markov,10,145294.53,35445.0,109849.52,9.045,4.533,4.512,24346.31,80000,Highly Cost-Effective,True,False,,0.04,0.05,14,False,Literature,True,1,False,True,Government
CEA0586,Cost-Utility Analysis (CUA),2018,Canada,Patient,Oncology,Surgical,Decision Tree,Lifetime,58725.14,65983.32,-7258.18,5.2401,3.6632,1.5769,-4602.94,80000,Dominant,True,True,0.528,0.03,0.035,20,True,Expert Opinion,False,9,False,True,Industry
CEA0587,Budget Impact Analysis (BIA),2019,UK,Societal,Neurology,Prevention,Markov,5,12882.35,45153.87,-32271.52,10.4862,8.2974,2.1888,-14743.89,50000,Dominant,True,True,0.781,0.04,0.05,14,True,SF-6D,False,6,False,False,Mixed
CEA0588,Cost-Effectiveness Analysis (CEA),2020,France,Healthcare payer,Neurology,Behavioral,Decision Tree,1,123827.25,47108.87,76718.38,7.2083,8.8968,-1.6885,-45434.99,80000,Dominant,True,True,0.785,0.03,0.035,12,False,SF-6D,False,4,True,True,Industry
