cea_id,author,year,journal,pmid,intervention,comparator,disease_indication,country,currency,perspective,time_horizon_years,discount_rate_costs,discount_rate_effects,cost_intervention,cost_comparator,incremental_cost,qaly_intervention,qaly_comparator,incremental_qaly,icer_per_qaly,wtp_threshold,cost_effective,probability_cost_effective,sensitivity_analysis_robust,budget_impact_year1_millions,budget_impact_year5_millions,therapeutic_area,model_type,data_source
CEA218,Author 218,2023,,,Intervention 218,Best supportive care,Advanced cancer,UK,USD,Healthcare payer,20,0.041,0.044,55068,41491,13577,6.22,5.91,0.31,43796,50000,Yes,0.69,No,187,1996,Endocrinology,Discrete event simulation,Clinical trial
CEA219,Author 219,2018,,,Intervention 219,Standard care,Heart failure,Australia,USD,NHS,5,0.046,0.049,75985,70230,5755,4.4,5.55,-1.15,999999,150000,No,0.24,Yes,323,966,Dermatology,Discrete event simulation,Registry
CEA220,Author 220,2023,,,Intervention 220,Standard care,Heart failure,France,EUR,Healthcare payer,10,0.032,0.046,182052,62089,119963,3.07,2.04,1.03,116468,30000,No,0.27,Yes,214,1497,Pulmonology,Decision tree,Clinical trial
CEA221,Author 221,2024,,,Intervention 221,Alternative treatment,Type 2 diabetes,Australia,CAD,Societal,20,0.045,0.031,177581,50194,127387,5.62,4.98,0.64,199042,50000,No,0.37,No,305,1534,Rheumatology,Partitioned survival,Clinical trial + registry
CEA222,Author 222,2021,,,Intervention 222,Standard care,Asthma,USA,AUD,Healthcare system,5,0.033,0.039,40544,111292,-70748,3.31,6.5,-3.19,999999,100000,No,0.45,Yes,357,731,Infectious disease,Partitioned survival,Clinical trial
CEA223,Author 223,2022,,,Intervention 223,Standard care,Rheumatoid arthritis,UK,GBP,NHS,15,0.034,0.031,105297,29756,75541,6.49,5.06,1.43,52825,100000,Yes,0.66,No,237,246,Cardiology,Partitioned survival,Clinical trial + registry
CEA224,Author 224,2024,,,Intervention 224,Standard care,Rheumatoid arthritis,UK,USD,Societal,10,0.042,0.033,249343,52251,197092,3.87,2.06,1.81,108890,100000,No,0.3,Yes,60,540,Rheumatology,Discrete event simulation,Registry
CEA225,Author 225,2022,,,Intervention 225,Standard care,Type 2 diabetes,Netherlands,USD,Healthcare payer,10,0.03,0.047,198853,50489,148364,6.15,1.96,4.19,35409,150000,Yes,0.81,Yes,208,1419,Endocrinology,Discrete event simulation,Clinical trial + registry
CEA226,Author 226,2023,,,Intervention 226,Alternative treatment,Heart failure,Germany,GBP,Societal,10,0.031,0.035,117149,82139,35010,3.08,4.35,-1.27,999999,30000,No,0.37,Yes,72,477,Endocrinology,Discrete event simulation,Clinical trial + registry
CEA227,Author 227,2023,,,Intervention 227,Standard care,Depression,Germany,EUR,Healthcare payer,10,0.039,0.047,137970,72560,65410,5.61,2.52,3.09,21168,100000,Yes,0.83,No,160,502,Infectious disease,Decision tree,Clinical trial + registry
CEA228,Author 228,2023,,,Intervention 228,Standard care,Heart failure,Australia,CAD,Healthcare payer,15,0.032,0.041,246697,22215,224482,2.51,2.57,-0.06,999999,50000,No,0.26,Yes,335,780,Infectious disease,Discrete event simulation,Clinical trial + registry
CEA229,Author 229,2019,,,Intervention 229,Alternative treatment,Depression,Australia,GBP,Healthcare system,10,0.048,0.042,43851,118445,-74594,8.24,5.42,2.82,-26451,50000,Yes,0.9,Yes,498,600,Pulmonology,Decision tree,Clinical trial + registry
CEA230,Author 230,2023,,,Intervention 230,Standard care,Advanced cancer,UK,USD,Healthcare system,20,0.038,0.038,111552,90623,20929,5.11,4.71,0.4,52322,50000,No,0.16,No,63,1399,Pulmonology,Discrete event simulation,Real-world data
CEA231,Author 231,2021,,,Intervention 231,Best supportive care,Type 2 diabetes,France,CAD,Societal,5,0.032,0.032,109128,104647,4481,3.23,5.84,-2.61,999999,50000,No,0.21,Yes,149,455,Hematology,Discrete event simulation,Real-world data
CEA232,Author 232,2018,,,Intervention 232,Best supportive care,Depression,Netherlands,CAD,Healthcare system,20,0.032,0.048,99073,32517,66556,8.32,4.1,4.22,15771,150000,Yes,0.71,No,371,1726,Infectious disease,Discrete event simulation,Clinical trial + registry
CEA233,Author 233,2024,,,Intervention 233,Alternative treatment,Type 2 diabetes,USA,EUR,Healthcare system,5,0.048,0.037,148040,26488,121552,6.67,5.06,1.61,75498,150000,Yes,0.77,No,36,1826,Gastroenterology,Partitioned survival,Real-world data
CEA234,Author 234,2024,,,Intervention 234,Alternative treatment,Heart failure,Canada,EUR,Societal,20,0.042,0.046,34366,38045,-3679,7.55,6.34,1.21,-3040,150000,Yes,0.65,Yes,452,621,Dermatology,Partitioned survival,Registry
CEA235,Author 235,2021,,,Intervention 235,Standard care,Depression,Canada,AUD,NHS,Lifetime,0.031,0.05,97559,94586,2973,8.24,4.84,3.4,874,150000,Yes,0.59,No,459,1169,Cardiology,Markov,Clinical trial
CEA236,Author 236,2018,,,Intervention 236,Standard care,Heart failure,Australia,USD,Healthcare payer,15,0.039,0.042,55793,45547,10246,3.91,3.7,0.21,48790,150000,Yes,0.63,No,72,1118,Dermatology,Decision tree,Clinical trial
CEA237,Author 237,2019,,,Intervention 237,Best supportive care,Type 2 diabetes,Canada,CAD,NHS,5,0.05,0.042,123609,93850,29759,3.93,6.38,-2.45,999999,150000,No,0.28,Yes,405,1415,Dermatology,Discrete event simulation,Clinical trial + registry
CEA238,Author 238,2023,,,Intervention 238,Best supportive care,Asthma,France,AUD,Healthcare payer,15,0.032,0.049,51482,50212,1270,2.58,2.12,0.46,2760,150000,Yes,0.94,Yes,82,225,Dermatology,Partitioned survival,Registry
CEA239,Author 239,2023,,,Intervention 239,Alternative treatment,Advanced cancer,UK,CAD,NHS,15,0.046,0.042,239443,25954,213489,8.15,4.75,3.4,62790,50000,No,0.32,No,87,544,Hematology,Discrete event simulation,Real-world data
CEA240,Author 240,2021,,,Intervention 240,Alternative treatment,Heart failure,Germany,EUR,NHS,10,0.032,0.04,196392,30196,166196,8.04,3.45,4.59,36208,100000,Yes,0.86,Yes,250,1286,Oncology,Decision tree,Real-world data
CEA241,Author 241,2018,,,Intervention 241,Standard care,Advanced cancer,Australia,GBP,Societal,Lifetime,0.041,0.032,135566,31301,104265,6.17,3.08,3.09,33742,30000,No,0.32,No,119,755,Gastroenterology,Decision tree,Registry
CEA242,Author 242,2020,,,Intervention 242,Alternative treatment,Rheumatoid arthritis,Germany,CAD,NHS,Lifetime,0.045,0.042,157529,105785,51744,5.99,4.39,1.6,32340,100000,Yes,0.69,Yes,417,1058,Dermatology,Discrete event simulation,Clinical trial
CEA243,Author 243,2019,,,Intervention 243,Best supportive care,Advanced cancer,Germany,GBP,NHS,20,0.048,0.046,189825,97460,92365,3.81,2.93,0.88,104960,150000,Yes,0.57,Yes,82,1725,Rheumatology,Discrete event simulation,Registry
CEA244,Author 244,2022,,,Intervention 244,Alternative treatment,Heart failure,Australia,AUD,Societal,15,0.04,0.039,116985,15092,101893,3.6,2.89,0.71,143511,30000,No,0.33,No,290,126,Rheumatology,Decision tree,Real-world data
CEA245,Author 245,2024,,,Intervention 245,Best supportive care,Type 2 diabetes,Netherlands,USD,Healthcare payer,5,0.048,0.046,230401,27887,202514,7.23,3.22,4.01,50502,150000,Yes,0.79,No,151,1064,Gastroenterology,Decision tree,Clinical trial + registry
CEA246,Author 246,2022,,,Intervention 246,Best supportive care,COPD,France,EUR,Healthcare payer,5,0.044,0.03,34343,44281,-9938,3.33,3.79,-0.46,999999,100000,No,0.22,Yes,26,1333,Pulmonology,Markov,Registry
CEA247,Author 247,2022,,,Intervention 247,Best supportive care,Type 2 diabetes,Germany,GBP,Healthcare system,5,0.047,0.04,176625,97817,78808,4.35,5.16,-0.81,999999,150000,No,0.39,No,64,966,Dermatology,Markov,Clinical trial
CEA248,Author 248,2023,,,Intervention 248,Standard care,Advanced cancer,Germany,EUR,NHS,Lifetime,0.044,0.034,112686,63712,48974,7.92,6.38,1.54,31801,50000,Yes,0.57,Yes,16,667,Neurology,Markov,Real-world data
CEA249,Author 249,2019,,,Intervention 249,Best supportive care,Heart failure,USA,EUR,Healthcare payer,20,0.032,0.04,129325,25424,103901,5.94,5.33,0.61,170329,100000,No,0.26,No,317,1761,Infectious disease,Markov,Registry
CEA250,Author 250,2024,,,Intervention 250,Best supportive care,Depression,UK,EUR,NHS,5,0.032,0.042,52280,115006,-62726,6.56,4.46,2.1,-29869,50000,Yes,0.86,Yes,325,1920,Infectious disease,Markov,Clinical trial + registry
CEA251,Author 251,2023,,,Intervention 251,Best supportive care,Advanced cancer,Germany,AUD,Healthcare payer,10,0.031,0.048,42561,62284,-19723,4.54,2.79,1.75,-11270,100000,Yes,0.62,Yes,209,63,Gastroenterology,Partitioned survival,Clinical trial
CEA252,Author 252,2020,,,Intervention 252,Alternative treatment,COPD,UK,CAD,Societal,20,0.039,0.042,184282,83116,101166,5.71,3.89,1.82,55585,50000,No,0.27,No,289,1424,Infectious disease,Partitioned survival,Clinical trial
CEA253,Author 253,2024,,,Intervention 253,Best supportive care,Rheumatoid arthritis,France,USD,NHS,15,0.036,0.044,114112,61027,53085,6.63,5.42,1.21,43871,100000,Yes,0.91,No,138,451,Cardiology,Decision tree,Real-world data
CEA254,Author 254,2020,,,Intervention 254,Alternative treatment,Advanced cancer,UK,CAD,Healthcare system,Lifetime,0.035,0.046,192851,72769,120082,5.27,3.79,1.48,81136,150000,Yes,0.79,Yes,384,1242,Oncology,Markov,Clinical trial
CEA255,Author 255,2018,,,Intervention 255,Alternative treatment,Rheumatoid arthritis,USA,EUR,Societal,15,0.038,0.042,112479,95031,17448,8.44,2.86,5.58,3126,50000,Yes,0.71,No,140,1167,Dermatology,Discrete event simulation,Clinical trial
CEA256,Author 256,2023,,,Intervention 256,Alternative treatment,Asthma,UK,USD,Societal,5,0.044,0.043,214450,104935,109515,3.35,3.92,-0.57,999999,150000,No,0.34,Yes,97,668,Oncology,Partitioned survival,Real-world data
CEA257,Author 257,2021,,,Intervention 257,Best supportive care,Asthma,UK,AUD,Healthcare payer,Lifetime,0.046,0.046,128031,48553,79478,4.97,4.52,0.45,176617,30000,No,0.27,Yes,115,1239,Cardiology,Markov,Clinical trial + registry
CEA258,Author 258,2018,,,Intervention 258,Standard care,Advanced cancer,Germany,GBP,Healthcare payer,20,0.047,0.037,59060,29435,29625,7.44,3.97,3.47,8537,100000,Yes,0.86,Yes,347,1154,Oncology,Decision tree,Real-world data
CEA259,Author 259,2021,,,Intervention 259,Alternative treatment,COPD,Netherlands,GBP,Societal,Lifetime,0.047,0.04,56001,56330,-329,8.34,2.44,5.9,-55,150000,Yes,0.88,Yes,225,434,Oncology,Decision tree,Clinical trial + registry
CEA260,Author 260,2020,,,Intervention 260,Best supportive care,COPD,USA,AUD,Societal,15,0.032,0.031,147109,86926,60183,5.94,3.24,2.7,22290,50000,Yes,0.95,No,413,463,Pulmonology,Decision tree,Clinical trial + registry
CEA261,Author 261,2021,,,Intervention 261,Standard care,Depression,UK,AUD,Healthcare system,5,0.045,0.045,97546,52430,45116,7.86,4.11,3.75,12030,30000,Yes,0.92,Yes,386,298,Endocrinology,Decision tree,Clinical trial + registry
CEA262,Author 262,2018,,,Intervention 262,Standard care,Depression,Germany,CAD,Societal,15,0.048,0.04,186193,69862,116331,5.57,5.65,-0.08,999999,50000,No,0.27,Yes,420,851,Pulmonology,Discrete event simulation,Clinical trial + registry
CEA263,Author 263,2022,,,Intervention 263,Standard care,Advanced cancer,France,CAD,Healthcare system,20,0.031,0.044,202840,66158,136682,6.68,4.72,1.96,69735,30000,No,0.43,Yes,200,1563,Cardiology,Markov,Clinical trial
CEA264,Author 264,2021,,,Intervention 264,Alternative treatment,Rheumatoid arthritis,USA,GBP,NHS,10,0.032,0.042,72361,82949,-10588,4.34,2.34,2.0,-5294,30000,Yes,0.94,Yes,474,1264,Hematology,Decision tree,Clinical trial + registry
CEA265,Author 265,2021,,,Intervention 265,Best supportive care,Asthma,Germany,AUD,Healthcare system,Lifetime,0.05,0.046,131075,91617,39458,4.05,6.03,-1.98,999999,50000,No,0.2,Yes,459,1211,Oncology,Decision tree,Real-world data
CEA266,Author 266,2022,,,Intervention 266,Best supportive care,Type 2 diabetes,Canada,EUR,Societal,5,0.032,0.034,221878,45409,176469,4.17,2.39,1.78,99139,30000,No,0.28,No,338,317,Dermatology,Decision tree,Clinical trial + registry
CEA267,Author 267,2023,,,Intervention 267,Best supportive care,Asthma,UK,CAD,Societal,Lifetime,0.047,0.048,149875,46125,103750,4.24,3.75,0.49,211734,50000,No,0.33,Yes,300,651,Oncology,Partitioned survival,Real-world data
CEA268,Author 268,2020,,,Intervention 268,Best supportive care,Depression,Australia,GBP,NHS,5,0.048,0.045,114463,53415,61048,6.2,2.33,3.87,15774,150000,Yes,0.61,No,203,216,Pulmonology,Partitioned survival,Clinical trial + registry
CEA269,Author 269,2022,,,Intervention 269,Standard care,Type 2 diabetes,UK,GBP,NHS,Lifetime,0.046,0.043,143120,34586,108534,8.27,3.56,4.71,23043,50000,Yes,0.66,No,468,1007,Hematology,Discrete event simulation,Real-world data
CEA270,Author 270,2021,,,Intervention 270,Standard care,Heart failure,Canada,GBP,Societal,15,0.035,0.038,247469,46335,201134,3.76,4.67,-0.91,999999,150000,No,0.24,Yes,227,607,Cardiology,Markov,Clinical trial + registry
CEA271,Author 271,2024,,,Intervention 271,Alternative treatment,Advanced cancer,Germany,GBP,Healthcare payer,5,0.048,0.045,185107,31209,153898,7.68,2.91,4.77,32263,150000,Yes,0.7,No,227,596,Rheumatology,Discrete event simulation,Clinical trial
CEA272,Author 272,2024,,,Intervention 272,Alternative treatment,Advanced cancer,Canada,USD,NHS,15,0.032,0.042,123220,114797,8423,6.4,3.8,2.6,3239,150000,Yes,0.63,Yes,455,1074,Dermatology,Decision tree,Clinical trial + registry
CEA273,Author 273,2021,,,Intervention 273,Best supportive care,Asthma,USA,GBP,Healthcare payer,20,0.04,0.033,126286,70585,55701,3.62,3.96,-0.34,999999,30000,No,0.28,No,431,1109,Hematology,Markov,Clinical trial + registry
CEA274,Author 274,2022,,,Intervention 274,Alternative treatment,Heart failure,Netherlands,EUR,Healthcare system,Lifetime,0.043,0.034,146325,98352,47973,7.13,3.2,3.93,12206,150000,Yes,0.59,Yes,474,585,Infectious disease,Decision tree,Registry
CEA275,Author 275,2019,,,Intervention 275,Standard care,Heart failure,Germany,EUR,Healthcare system,20,0.05,0.041,121475,15421,106054,3.35,4.62,-1.27,999999,30000,No,0.44,Yes,133,1994,Endocrinology,Partitioned survival,Clinical trial + registry
CEA276,Author 276,2019,,,Intervention 276,Best supportive care,Heart failure,Canada,CAD,Healthcare system,15,0.037,0.039,147804,66405,81399,3.59,5.31,-1.72,999999,150000,No,0.18,No,348,1796,Neurology,Markov,Clinical trial + registry
CEA277,Author 277,2021,,,Intervention 277,Alternative treatment,Heart failure,Canada,GBP,Societal,Lifetime,0.035,0.037,48410,49398,-988,3.98,4.51,-0.53,999999,50000,No,0.41,Yes,256,1454,Neurology,Markov,Real-world data
CEA278,Author 278,2021,,,Intervention 278,Best supportive care,Rheumatoid arthritis,Canada,EUR,Societal,Lifetime,0.04,0.037,51407,73289,-21882,3.77,2.69,1.08,-20261,150000,Yes,0.71,Yes,41,1076,Neurology,Partitioned survival,Clinical trial
CEA279,Author 279,2021,,,Intervention 279,Alternative treatment,Rheumatoid arthritis,UK,USD,Healthcare system,15,0.043,0.048,42782,118391,-75609,3.57,2.63,0.94,-80435,100000,Yes,0.67,Yes,35,171,Cardiology,Decision tree,Clinical trial + registry
CEA280,Author 280,2021,,,Intervention 280,Standard care,Advanced cancer,Canada,CAD,Healthcare system,10,0.032,0.039,162087,38761,123326,7.95,4.26,3.69,33421,30000,No,0.33,No,116,419,Gastroenterology,Decision tree,Registry
CEA281,Author 281,2019,,,Intervention 281,Standard care,Advanced cancer,Australia,AUD,Healthcare payer,15,0.032,0.046,74093,87258,-13165,5.72,3.02,2.7,-4875,150000,Yes,0.7,No,326,419,Dermatology,Partitioned survival,Clinical trial
CEA282,Author 282,2023,,,Intervention 282,Best supportive care,COPD,Germany,GBP,NHS,15,0.049,0.046,154556,57046,97510,6.95,2.23,4.72,20658,30000,Yes,0.81,No,195,1875,Pulmonology,Markov,Registry
CEA283,Author 283,2019,,,Intervention 283,Best supportive care,Asthma,USA,EUR,NHS,20,0.048,0.039,109425,47859,61566,5.12,6.23,-1.11,999999,50000,No,0.35,No,94,1957,Oncology,Markov,Real-world data
CEA284,Author 284,2022,,,Intervention 284,Best supportive care,Type 2 diabetes,UK,AUD,Healthcare payer,20,0.037,0.042,175663,23497,152166,6.66,3.09,3.57,42623,100000,Yes,0.62,No,139,995,Hematology,Partitioned survival,Clinical trial
CEA285,Author 285,2021,,,Intervention 285,Alternative treatment,Heart failure,Germany,USD,Healthcare payer,Lifetime,0.04,0.044,196683,21110,175573,3.88,5.39,-1.51,999999,150000,No,0.36,Yes,278,1005,Pulmonology,Markov,Clinical trial
CEA286,Author 286,2020,,,Intervention 286,Best supportive care,Type 2 diabetes,USA,USD,NHS,Lifetime,0.034,0.041,49907,116133,-66226,3.47,2.91,0.56,-118260,50000,Yes,0.84,Yes,153,1425,Oncology,Partitioned survival,Real-world data
CEA287,Author 287,2019,,,Intervention 287,Standard care,Heart failure,France,USD,Healthcare system,20,0.047,0.045,93929,53060,40869,3.1,2.76,0.34,120202,100000,No,0.31,Yes,182,202,Gastroenterology,Discrete event simulation,Real-world data
CEA288,Author 288,2018,,,Intervention 288,Standard care,Asthma,Canada,USD,Healthcare system,20,0.038,0.04,75760,55236,20524,5.62,4.81,0.81,25338,30000,Yes,0.85,Yes,485,104,Neurology,Markov,Clinical trial
CEA289,Author 289,2022,,,Intervention 289,Alternative treatment,Advanced cancer,Netherlands,CAD,Healthcare system,Lifetime,0.036,0.041,199422,47933,151489,3.87,4.8,-0.93,999999,150000,No,0.31,Yes,287,1072,Gastroenterology,Decision tree,Registry
CEA290,Author 290,2020,,,Intervention 290,Standard care,Advanced cancer,Germany,GBP,Societal,10,0.039,0.034,64137,92516,-28379,4.29,5.5,-1.21,999999,100000,No,0.33,Yes,226,1454,Rheumatology,Markov,Clinical trial + registry
CEA291,Author 291,2024,,,Intervention 291,Standard care,Heart failure,USA,CAD,Societal,15,0.041,0.03,109796,32440,77356,2.85,6.16,-3.31,999999,150000,No,0.27,No,268,1518,Pulmonology,Markov,Clinical trial + registry
CEA292,Author 292,2019,,,Intervention 292,Alternative treatment,Heart failure,France,CAD,NHS,10,0.03,0.044,132611,33612,98999,4.46,4.82,-0.36,999999,150000,No,0.17,No,254,65,Hematology,Partitioned survival,Clinical trial + registry
CEA293,Author 293,2022,,,Intervention 293,Alternative treatment,Rheumatoid arthritis,Netherlands,AUD,Healthcare payer,15,0.033,0.039,186572,32998,153574,6.76,5.39,1.37,112097,30000,No,0.38,No,217,112,Oncology,Discrete event simulation,Clinical trial
CEA294,Author 294,2018,,,Intervention 294,Alternative treatment,Asthma,USA,CAD,NHS,5,0.036,0.043,45987,40501,5486,2.71,3.98,-1.27,999999,150000,No,0.37,No,427,269,Neurology,Decision tree,Clinical trial
CEA295,Author 295,2024,,,Intervention 295,Standard care,Rheumatoid arthritis,Australia,AUD,Healthcare system,Lifetime,0.036,0.035,30704,55143,-24439,3.97,5.1,-1.13,999999,100000,No,0.23,Yes,238,924,Hematology,Partitioned survival,Registry
CEA296,Author 296,2021,,,Intervention 296,Alternative treatment,Advanced cancer,Germany,GBP,Healthcare payer,20,0.044,0.043,212892,70036,142856,7.63,6.05,1.58,90415,30000,No,0.42,No,81,1754,Pulmonology,Markov,Clinical trial
CEA297,Author 297,2021,,,Intervention 297,Alternative treatment,Depression,Canada,AUD,Societal,Lifetime,0.037,0.045,86615,102463,-15848,7.89,3.53,4.36,-3634,100000,Yes,0.6,No,343,1183,Hematology,Discrete event simulation,Real-world data
CEA298,Author 298,2021,,,Intervention 298,Standard care,Heart failure,Netherlands,GBP,Healthcare payer,Lifetime,0.038,0.049,121647,26702,94945,5.22,1.86,3.36,28257,30000,Yes,0.56,Yes,201,1987,Neurology,Markov,Real-world data
CEA299,Author 299,2023,,,Intervention 299,Best supportive care,Rheumatoid arthritis,UK,EUR,Healthcare system,5,0.049,0.033,97467,29186,68281,4.45,3.4,1.05,65029,30000,No,0.33,No,42,972,Gastroenterology,Markov,Real-world data
CEA300,Author 300,2020,,,Intervention 300,Alternative treatment,Depression,UK,AUD,Healthcare payer,20,0.038,0.045,55800,58225,-2425,7.08,5.58,1.5,-1616,30000,Yes,0.66,Yes,208,295,Dermatology,Markov,Registry
